subid,condition,counter,trialtype,percentage,utttype,searchtype,targetshape,targetcolor,targetsize,targetword,chosetarget,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore,distractorcolor
325,size,1,2,56,noutt,contrast,15,green,small,blicket,false,12,3,big,8/31/2020,17:10,14038,6826,3,4,"0
",NA
325,size,2,1,54,noutt,differentshapes,6,green,big,dax,false,16,19,small,8/31/2020,17:10,12266,5546,3,1,"0
",NA
325,size,3,3,52,adj,differentshapes,7,red,small,gade,false,9,1,big,8/31/2020,17:10,16535,7658,4,1,"0
",NA
325,size,4,5,49,noadj,differentshapes,24,blue,small,toma,false,10,14,big,8/31/2020,17:11,10416,14900,4,2,"0
",NA
325,size,5,6,51,noadj,contrast,13,blue,big,sprock,false,21,18,small,8/31/2020,17:11,16205,7478,4,3,"0
",NA
325,size,6,4,50,adj,contrast,20,purple,big,wug,false,8,23,small,8/31/2020,17:12,9540,12132,4,3,"0
",NA
325,size,7,0,0,,attncheck,0,,,undefined,false,8,23,small,8/31/2020,17:12,9540,12132,4,3,"4
",NA
325,size,8,0,0,,colorcheck,0,red,,undefined,true,8,23,small,8/31/2020,17:12,9540,12132,4,3,"4
",NA
325,size,9,0,0,,colorcheck,0,blue,,undefined,true,8,23,small,8/31/2020,17:12,9540,12132,4,3,"4
",NA
325,size,10,0,0,,colorcheck,0,blue,,undefined,true,8,23,small,8/31/2020,17:12,9540,12132,4,3,"4
",NA
325,size,11,0,0,,colorcheck,0,red,,undefined,true,8,23,small,8/31/2020,17:12,9540,12132,4,3,"4
",NA
58,size,1,1,80,noutt,differentshapes,4,green,big,wug,false,19,1,small,8/31/2020,18:54,11059,8614,4,1,"0
",NA
58,size,2,2,75,noutt,contrast,7,purple,small,sprock,false,2,15,big,8/31/2020,18:54,9318,5183,3,4,"0
",NA
58,size,3,5,80,noadj,differentshapes,10,blue,big,toma,false,12,16,small,8/31/2020,18:54,7033,5638,3,2,"0
",NA
58,size,4,4,16,adj,contrast,6,blue,small,dax,false,14,8,big,8/31/2020,18:54,7916,5408,3,4,"0
",NA
58,size,5,6,65,noadj,contrast,17,green,big,gade,false,24,22,small,8/31/2020,18:55,13358,3233,3,4,"0
",NA
58,size,6,3,66,adj,differentshapes,23,blue,small,blicket,false,13,11,big,8/31/2020,18:55,6567,1968,3,2,"0
",NA
58,size,7,0,0,,attncheck,0,,,undefined,false,13,11,big,8/31/2020,18:55,6567,1968,3,2,"5
",NA
58,size,8,0,0,,colorcheck,0,red,,undefined,true,13,11,big,8/31/2020,18:55,6567,1968,3,2,"5
",NA
58,size,9,0,0,,colorcheck,0,blue,,undefined,true,13,11,big,8/31/2020,18:55,6567,1968,3,2,"5
",NA
58,size,10,0,0,,colorcheck,0,blue,,undefined,true,13,11,big,8/31/2020,18:55,6567,1968,3,2,"5
",NA
58,size,11,0,0,,colorcheck,0,red,,undefined,true,13,11,big,8/31/2020,18:55,6567,1968,3,2,"5
",NA
97,size,1,1,78,noutt,differentshapes,7,blue,big,wug,false,6,21,small,8/31/2020,15:19,12311,6819,3,1,"0
",NA
97,size,2,2,74,noutt,contrast,24,blue,big,gade,false,20,14,small,8/31/2020,15:19,13569,4971,4,3,"0
",NA
97,size,3,4,3,adj,contrast,4,blue,small,sprock,false,8,23,big,8/31/2020,15:20,7312,31311,3,4,"0
",NA
97,size,4,3,62,adj,differentshapes,17,green,small,dax,false,2,22,big,8/31/2020,15:20,8695,8171,4,1,"0
",NA
97,size,5,6,71,noadj,contrast,19,purple,small,blicket,false,16,3,big,8/31/2020,15:21,9887,6900,3,4,"0
",NA
97,size,6,5,78,noadj,differentshapes,1,red,big,toma,false,15,9,small,8/31/2020,15:21,12245,7308,3,2,"0
",NA
97,size,7,0,0,,attncheck,0,,,undefined,false,15,9,small,8/31/2020,15:21,12245,7308,3,2,"3
",NA
97,size,8,0,0,,colorcheck,0,red,,undefined,true,15,9,small,8/31/2020,15:21,12245,7308,3,2,"3
",NA
97,size,9,0,0,,colorcheck,0,blue,,undefined,true,15,9,small,8/31/2020,15:21,12245,7308,3,2,"3
",NA
97,size,10,0,0,,colorcheck,0,blue,,undefined,true,15,9,small,8/31/2020,15:21,12245,7308,3,2,"3
",NA
97,size,11,0,0,,colorcheck,0,red,,undefined,true,15,9,small,8/31/2020,15:21,12245,7308,3,2,"3
",NA
374,size,1,1,37,noutt,differentshapes,13,purple,small,dax,false,16,6,big,8/31/2020,17:12,16384,13097,4,1,"0
",NA
374,size,2,2,71,noutt,contrast,17,purple,small,gade,false,11,8,big,8/31/2020,17:13,8625,2228,3,4,"0
",NA
374,size,3,3,41,adj,differentshapes,10,red,big,sprock,false,9,3,small,8/31/2020,17:13,8147,2303,3,1,"0
",NA
374,size,4,5,78,noadj,differentshapes,4,purple,big,toma,false,18,14,small,8/31/2020,17:13,7692,4423,4,2,"0
",NA
374,size,5,4,72,adj,contrast,2,green,big,blicket,false,12,24,small,8/31/2020,17:13,10881,2059,4,3,"0
",NA
374,size,6,6,64,noadj,contrast,20,purple,small,wug,false,1,21,big,8/31/2020,17:14,20761,3195,4,3,"0
",NA
374,size,7,0,0,,attncheck,0,,,undefined,false,1,21,big,8/31/2020,17:14,20761,3195,4,3,"5
",NA
374,size,8,0,0,,colorcheck,0,red,,undefined,true,1,21,big,8/31/2020,17:14,20761,3195,4,3,"5
",NA
374,size,9,0,0,,colorcheck,0,blue,,undefined,true,1,21,big,8/31/2020,17:14,20761,3195,4,3,"5
",NA
374,size,10,0,0,,colorcheck,0,blue,,undefined,true,1,21,big,8/31/2020,17:14,20761,3195,4,3,"5
",NA
374,size,11,0,0,,colorcheck,0,red,,undefined,true,1,21,big,8/31/2020,17:14,20761,3195,4,3,"5
",NA
198,size,1,2,34,noutt,contrast,9,red,big,dax,false,8,22,small,9/1/2020,1:52,24858,12588,3,4,"0
",NA
198,size,2,1,36,noutt,differentshapes,3,blue,small,gade,false,11,6,big,9/1/2020,1:53,9649,10812,3,2,"0
",NA
198,size,3,3,53,adj,differentshapes,17,red,small,sprock,false,23,14,big,9/1/2020,1:53,10406,11259,3,2,"0
",NA
198,size,4,6,40,noadj,contrast,16,green,small,toma,false,20,5,big,9/1/2020,1:53,9203,6946,3,4,"0
",NA
198,size,5,5,16,noadj,differentshapes,18,red,small,wug,false,24,15,big,9/1/2020,1:54,8608,5964,4,2,"0
",NA
198,size,6,4,51,adj,contrast,12,green,big,blicket,false,2,7,small,9/1/2020,1:54,7541,5394,4,3,"0
",NA
198,size,7,0,0,,attncheck,0,,,undefined,false,2,7,small,9/1/2020,1:54,7541,5394,4,3,"8
",NA
198,size,8,0,0,,colorcheck,0,red,,undefined,true,2,7,small,9/1/2020,1:54,7541,5394,4,3,"8
",NA
198,size,9,0,0,,colorcheck,0,blue,,undefined,true,2,7,small,9/1/2020,1:54,7541,5394,4,3,"8
",NA
198,size,10,0,0,,colorcheck,0,blue,,undefined,true,2,7,small,9/1/2020,1:54,7541,5394,4,3,"8
",NA
198,size,11,0,0,,colorcheck,0,red,,undefined,true,2,7,small,9/1/2020,1:54,7541,5394,4,3,"8
",NA
140,size,1,1,67,noutt,differentshapes,19,green,big,dax,false,16,5,small,9/1/2020,6:20,8949,25273,3,1,"0
",NA
140,size,2,2,74,noutt,contrast,21,green,small,sprock,false,17,6,big,9/1/2020,6:20,8526,5179,4,3,"0
",NA
140,size,3,2,74,noutt,contrast,21,green,small,sprock,false,17,6,big,9/1/2020,6:20,8526,5370,4,3,"0
",NA
140,size,4,6,81,noadj,contrast,8,blue,big,gade,false,11,10,small,9/1/2020,6:20,7353,4107,3,4,"0
",NA
140,size,5,4,92,adj,contrast,22,purple,big,wug,false,4,14,small,9/1/2020,6:21,8088,3169,3,4,"0
",NA
140,size,6,3,80,adj,differentshapes,13,green,big,blicket,false,3,9,small,9/1/2020,6:21,7744,4873,4,2,"0
",NA
140,size,7,0,0,,attncheck,0,,,undefined,false,3,9,small,9/1/2020,6:21,7744,4873,4,2,"5
",NA
140,size,8,0,0,,colorcheck,0,red,,undefined,false,3,9,small,9/1/2020,6:21,7744,4873,4,2,"5
",NA
140,size,9,0,0,,colorcheck,0,blue,,undefined,true,3,9,small,9/1/2020,6:21,7744,4873,4,2,"5
",NA
140,size,10,0,0,,colorcheck,0,blue,,undefined,true,3,9,small,9/1/2020,6:21,7744,4873,4,2,"5
",NA
140,size,11,0,0,,colorcheck,0,red,,undefined,false,3,9,small,9/1/2020,6:21,7744,4873,4,2,"5
",NA
292,size,1,2,98,noutt,contrast,8,red,small,sprock,false,6,9,big,8/31/2020,18:16,13541,16720,3,4,"0
",NA
292,size,2,1,97,noutt,differentshapes,23,purple,big,blicket,false,19,18,small,8/31/2020,18:17,9055,5180,4,1,"0
",NA
292,size,3,4,50,adj,contrast,13,green,small,dax,false,5,7,big,8/31/2020,18:17,9667,7992,3,4,"0
",NA
292,size,4,3,50,adj,differentshapes,24,red,big,wug,false,20,14,small,8/31/2020,18:17,9787,4612,3,1,"0
",NA
292,size,5,5,50,noadj,differentshapes,1,blue,small,toma,false,3,2,big,8/31/2020,18:18,10817,4701,4,2,"0
",NA
292,size,6,6,50,noadj,contrast,11,blue,small,gade,false,4,10,big,8/31/2020,18:18,8842,8034,4,3,"0
",NA
292,size,7,0,0,,attncheck,0,,,undefined,false,4,10,big,8/31/2020,18:18,8842,8034,4,3,"8
",NA
292,size,8,0,0,,colorcheck,0,red,,undefined,true,4,10,big,8/31/2020,18:18,8842,8034,4,3,"8
",NA
292,size,9,0,0,,colorcheck,0,blue,,undefined,true,4,10,big,8/31/2020,18:18,8842,8034,4,3,"8
",NA
292,size,10,0,0,,colorcheck,0,blue,,undefined,true,4,10,big,8/31/2020,18:18,8842,8034,4,3,"8
",NA
292,size,11,0,0,,colorcheck,0,red,,undefined,true,4,10,big,8/31/2020,18:18,8842,8034,4,3,"8
",NA
284,size,1,2,46,noutt,contrast,15,blue,big,wug,false,20,3,small,8/31/2020,15:29,19564,25902,4,3,"0
",NA
284,size,2,1,28,noutt,differentshapes,7,blue,small,toma,false,23,8,big,8/31/2020,15:30,20270,10605,3,2,"0
",NA
284,size,3,3,40,adj,differentshapes,9,red,big,gade,false,1,24,small,8/31/2020,15:30,10472,4695,4,2,"0
",NA
284,size,4,5,50,noadj,differentshapes,19,red,big,blicket,false,6,10,small,8/31/2020,15:30,11952,7867,4,1,"0
",NA
284,size,5,4,23,adj,contrast,4,green,small,sprock,false,16,12,big,8/31/2020,15:31,9174,7787,3,4,"0
",NA
284,size,6,6,64,noadj,contrast,11,purple,small,dax,false,18,14,big,8/31/2020,15:31,7377,7663,4,3,"0
",NA
284,size,7,0,0,,attncheck,0,,,undefined,false,18,14,big,8/31/2020,15:31,7377,7663,4,3,"5
",NA
284,size,8,0,0,,colorcheck,0,red,,undefined,false,18,14,big,8/31/2020,15:31,7377,7663,4,3,"5
",NA
284,size,9,0,0,,colorcheck,0,blue,,undefined,true,18,14,big,8/31/2020,15:31,7377,7663,4,3,"5
",NA
284,size,10,0,0,,colorcheck,0,blue,,undefined,true,18,14,big,8/31/2020,15:31,7377,7663,4,3,"5
",NA
284,size,11,0,0,,colorcheck,0,red,,undefined,true,18,14,big,8/31/2020,15:31,7377,7663,4,3,"5
",NA
163,size,1,2,75,noutt,contrast,2,red,small,dax,false,6,24,big,8/31/2020,16:45,7223,2353,4,3,"0
",NA
163,size,2,1,82,noutt,differentshapes,15,green,small,sprock,false,13,4,big,8/31/2020,16:45,7456,3045,3,2,"0
",NA
163,size,3,3,88,adj,differentshapes,7,red,small,wug,false,23,16,big,8/31/2020,16:45,7318,3357,3,2,"0
",NA
163,size,4,4,85,adj,contrast,11,purple,small,gade,false,1,17,big,8/31/2020,16:46,7458,3558,3,4,"0
",NA
163,size,5,5,81,noadj,differentshapes,21,red,big,toma,false,19,3,small,8/31/2020,16:46,8580,3004,3,1,"0
",NA
163,size,6,6,86,noadj,contrast,20,purple,small,blicket,false,9,8,big,8/31/2020,16:46,7322,3892,4,3,"0
",NA
163,size,7,0,0,,attncheck,0,,,undefined,false,9,8,big,8/31/2020,16:46,7322,3892,4,3,"5
",NA
163,size,8,0,0,,colorcheck,0,red,,undefined,true,9,8,big,8/31/2020,16:46,7322,3892,4,3,"5
",NA
163,size,9,0,0,,colorcheck,0,blue,,undefined,true,9,8,big,8/31/2020,16:46,7322,3892,4,3,"5
",NA
163,size,10,0,0,,colorcheck,0,blue,,undefined,true,9,8,big,8/31/2020,16:46,7322,3892,4,3,"5
",NA
163,size,11,0,0,,colorcheck,0,red,,undefined,true,9,8,big,8/31/2020,16:46,7322,3892,4,3,"5
",NA
154,size,1,1,83,noutt,differentshapes,17,green,small,gade,false,18,12,big,8/31/2020,18:19,13815,11724,4,1,"0
",NA
154,size,2,2,22,noutt,contrast,4,red,small,sprock,false,5,1,big,8/31/2020,18:19,10563,4168,3,4,"0
",NA
154,size,3,6,53,noadj,contrast,15,red,big,toma,false,22,21,small,8/31/2020,18:19,9221,2629,4,3,"0
",NA
154,size,4,4,31,adj,contrast,8,red,big,blicket,false,7,24,small,8/31/2020,18:20,10302,2967,3,4,"0
",NA
154,size,5,5,54,noadj,differentshapes,10,purple,big,dax,false,16,14,small,8/31/2020,18:20,10189,2820,4,2,"0
",NA
154,size,6,3,31,adj,differentshapes,11,blue,big,wug,false,19,23,small,8/31/2020,18:20,7587,3409,4,1,"0
",NA
154,size,7,0,0,,attncheck,0,,,undefined,false,19,23,small,8/31/2020,18:20,7587,3409,4,1,"7
",NA
154,size,8,0,0,,colorcheck,0,red,,undefined,true,19,23,small,8/31/2020,18:20,7587,3409,4,1,"7
",NA
154,size,9,0,0,,colorcheck,0,blue,,undefined,true,19,23,small,8/31/2020,18:20,7587,3409,4,1,"7
",NA
154,size,10,0,0,,colorcheck,0,blue,,undefined,true,19,23,small,8/31/2020,18:20,7587,3409,4,1,"7
",NA
154,size,11,0,0,,colorcheck,0,red,,undefined,true,19,23,small,8/31/2020,18:20,7587,3409,4,1,"7
",NA
323,size,1,1,88,noutt,differentshapes,13,blue,small,sprock,false,22,1,big,8/31/2020,23:35,18734,3941,4,2,"0
",NA
323,size,2,2,87,noutt,contrast,17,green,small,dax,false,24,6,big,8/31/2020,23:35,7479,4755,4,3,"0
",NA
323,size,3,5,96,noadj,differentshapes,20,green,small,gade,false,2,15,big,8/31/2020,23:35,7639,3511,4,1,"0
",NA
323,size,4,6,88,noadj,contrast,7,green,small,blicket,false,14,23,big,8/31/2020,23:35,8150,5159,4,3,"0
",NA
323,size,5,4,89,adj,contrast,3,blue,small,toma,false,10,5,big,8/31/2020,23:36,8226,7453,4,3,"0
",NA
323,size,6,3,87,adj,differentshapes,9,blue,small,wug,false,19,21,big,8/31/2020,23:36,7804,4507,4,1,"0
",NA
323,size,7,0,0,,attncheck,0,,,undefined,false,19,21,big,8/31/2020,23:36,7804,4507,4,1,"5
",NA
323,size,8,0,0,,colorcheck,0,red,,undefined,true,19,21,big,8/31/2020,23:36,7804,4507,4,1,"5
",NA
323,size,9,0,0,,colorcheck,0,blue,,undefined,true,19,21,big,8/31/2020,23:36,7804,4507,4,1,"5
",NA
323,size,10,0,0,,colorcheck,0,blue,,undefined,false,19,21,big,8/31/2020,23:36,7804,4507,4,1,"5
",NA
323,size,11,0,0,,colorcheck,0,red,,undefined,true,19,21,big,8/31/2020,23:36,7804,4507,4,1,"5
",NA
113,size,1,2,52,noutt,contrast,21,green,small,wug,false,2,8,big,8/31/2020,17:20,8722,10546,3,4,"0
",NA
113,size,2,1,36,noutt,differentshapes,18,purple,small,sprock,false,11,4,big,8/31/2020,17:20,8839,5842,4,1,"0
",NA
113,size,3,3,24,adj,differentshapes,16,green,small,dax,false,24,3,big,8/31/2020,17:20,6982,7988,3,1,"0
",NA
113,size,4,6,36,noadj,contrast,1,red,big,toma,false,22,9,small,8/31/2020,17:21,6982,3521,3,4,"0
",NA
113,size,5,5,28,noadj,differentshapes,12,blue,small,blicket,false,19,20,big,8/31/2020,17:21,14999,5134,4,1,"0
",NA
113,size,6,4,18,adj,contrast,13,blue,small,gade,false,23,10,big,8/31/2020,17:21,8134,3504,3,4,"0
",NA
113,size,7,0,0,,attncheck,0,,,undefined,false,23,10,big,8/31/2020,17:21,8134,3504,3,4,"6
",NA
113,size,8,0,0,,colorcheck,0,red,,undefined,true,23,10,big,8/31/2020,17:21,8134,3504,3,4,"6
",NA
113,size,9,0,0,,colorcheck,0,blue,,undefined,true,23,10,big,8/31/2020,17:21,8134,3504,3,4,"6
",NA
113,size,10,0,0,,colorcheck,0,blue,,undefined,true,23,10,big,8/31/2020,17:21,8134,3504,3,4,"6
",NA
113,size,11,0,0,,colorcheck,0,red,,undefined,true,23,10,big,8/31/2020,17:21,8134,3504,3,4,"6
",NA
132,size,1,1,85,noutt,differentshapes,12,purple,small,wug,false,13,21,big,8/31/2020,19:20,17006,24944,4,2,"0
",NA
132,size,2,2,96,noutt,contrast,2,purple,big,dax,false,23,16,small,8/31/2020,19:20,8031,4672,4,3,"0
",NA
132,size,3,6,98,noadj,contrast,9,red,big,gade,false,11,5,small,8/31/2020,19:20,7777,3328,4,3,"0
",NA
132,size,4,4,94,adj,contrast,20,green,small,sprock,false,4,15,big,8/31/2020,19:20,11811,3816,4,3,"0
",NA
132,size,5,5,91,noadj,differentshapes,8,blue,small,toma,false,7,22,big,8/31/2020,19:21,7956,4412,4,2,"0
",NA
132,size,6,5,91,noadj,differentshapes,8,blue,small,toma,false,7,22,big,8/31/2020,19:21,7956,4416,4,2,"0
",NA
132,size,7,0,0,,attncheck,0,,,undefined,false,7,22,big,8/31/2020,19:21,7956,4416,4,2,"5
",NA
132,size,8,0,0,,colorcheck,0,red,,undefined,true,7,22,big,8/31/2020,19:21,7956,4416,4,2,"5
",NA
132,size,9,0,0,,colorcheck,0,blue,,undefined,true,7,22,big,8/31/2020,19:21,7956,4416,4,2,"5
",NA
132,size,10,0,0,,colorcheck,0,blue,,undefined,false,7,22,big,8/31/2020,19:21,7956,4416,4,2,"5
",NA
132,size,11,0,0,,colorcheck,0,red,,undefined,true,7,22,big,8/31/2020,19:21,7956,4416,4,2,"5
",NA
342,size,1,2,33,noutt,contrast,3,red,small,wug,false,13,20,big,8/31/2020,18:23,41189,90727,4,3,"0
",NA
342,size,2,1,50,noutt,differentshapes,24,purple,big,toma,false,4,16,small,8/31/2020,18:24,25808,28095,4,2,"0
",NA
342,size,3,6,33,noadj,contrast,18,blue,small,blicket,false,8,21,big,8/31/2020,18:25,73098,8060,3,4,"0
",NA
342,size,4,3,25,adj,differentshapes,5,green,big,gade,false,14,11,small,8/31/2020,18:26,28102,15245,4,2,"0
",NA
342,size,5,5,25,noadj,differentshapes,19,red,big,sprock,false,6,15,small,8/31/2020,18:27,24993,11531,4,2,"0
",NA
342,size,6,4,25,adj,contrast,12,purple,big,dax,false,23,17,small,8/31/2020,18:27,21995,10428,4,3,"0
",NA
342,size,7,0,0,,attncheck,0,,,undefined,false,23,17,small,8/31/2020,18:27,21995,10428,4,3,"7
",NA
342,size,8,0,0,,colorcheck,0,red,,undefined,true,23,17,small,8/31/2020,18:27,21995,10428,4,3,"7
",NA
342,size,9,0,0,,colorcheck,0,blue,,undefined,true,23,17,small,8/31/2020,18:27,21995,10428,4,3,"7
",NA
342,size,10,0,0,,colorcheck,0,blue,,undefined,true,23,17,small,8/31/2020,18:27,21995,10428,4,3,"7
",NA
342,size,11,0,0,,colorcheck,0,red,,undefined,true,23,17,small,8/31/2020,18:27,21995,10428,4,3,"7
",NA
357,size,1,1,10,noutt,differentshapes,8,green,small,dax,false,10,22,big,8/31/2020,19:19,13693,28170,3,2,"0
",NA
357,size,2,2,46,noutt,contrast,14,purple,small,sprock,false,6,17,big,8/31/2020,19:20,9351,16690,3,4,"0
",NA
357,size,3,3,30,adj,differentshapes,4,purple,small,blicket,false,12,13,big,8/31/2020,19:20,8193,21504,4,1,"0
",NA
357,size,4,3,30,adj,differentshapes,4,purple,small,blicket,false,12,13,big,8/31/2020,19:20,8193,21621,4,1,"0
",NA
357,size,5,5,80,noadj,differentshapes,5,green,big,gade,false,7,15,small,8/31/2020,19:21,12490,14855,4,2,"0
",NA
357,size,6,6,40,noadj,contrast,24,red,big,wug,false,1,18,small,8/31/2020,19:21,12570,10656,3,4,"0
",NA
357,size,7,0,0,,attncheck,0,,,undefined,false,1,18,small,8/31/2020,19:21,12570,10656,3,4,"5
",NA
357,size,8,0,0,,colorcheck,0,red,,undefined,true,1,18,small,8/31/2020,19:21,12570,10656,3,4,"5
",NA
357,size,9,0,0,,colorcheck,0,blue,,undefined,true,1,18,small,8/31/2020,19:21,12570,10656,3,4,"5
",NA
357,size,10,0,0,,colorcheck,0,blue,,undefined,true,1,18,small,8/31/2020,19:21,12570,10656,3,4,"5
",NA
357,size,11,0,0,,colorcheck,0,red,,undefined,true,1,18,small,8/31/2020,19:21,12570,10656,3,4,"5
",NA
195,size,1,1,85,noutt,differentshapes,17,blue,big,toma,false,19,23,small,8/31/2020,19:34,8941,3973,3,1,"0
",NA
195,size,2,2,87,noutt,contrast,8,green,small,sprock,false,24,9,big,8/31/2020,19:34,7290,3483,3,4,"0
",NA
195,size,3,6,84,noadj,contrast,7,green,big,wug,false,16,21,small,8/31/2020,19:34,6904,3914,4,3,"0
",NA
195,size,4,5,90,noadj,differentshapes,2,blue,big,blicket,false,20,14,small,8/31/2020,19:35,7438,3931,3,1,"0
",NA
195,size,5,4,85,adj,contrast,6,blue,small,dax,false,15,10,big,8/31/2020,19:35,7432,4611,3,4,"0
",NA
195,size,6,3,86,adj,differentshapes,18,blue,big,gade,false,5,4,small,8/31/2020,19:35,6833,4182,4,2,"0
",NA
195,size,7,0,0,,attncheck,0,,,undefined,false,5,4,small,8/31/2020,19:35,6833,4182,4,2,"5
",NA
195,size,8,0,0,,colorcheck,0,red,,undefined,true,5,4,small,8/31/2020,19:35,6833,4182,4,2,"5
",NA
195,size,9,0,0,,colorcheck,0,blue,,undefined,true,5,4,small,8/31/2020,19:35,6833,4182,4,2,"5
",NA
195,size,10,0,0,,colorcheck,0,blue,,undefined,true,5,4,small,8/31/2020,19:35,6833,4182,4,2,"5
",NA
195,size,11,0,0,,colorcheck,0,red,,undefined,true,5,4,small,8/31/2020,19:35,6833,4182,4,2,"5
",NA
272,size,1,1,60,noutt,differentshapes,14,red,big,wug,false,4,6,small,8/31/2020,19:21,12366,3060,4,1,"0
",NA
272,size,2,2,56,noutt,contrast,12,green,small,dax,false,18,24,big,8/31/2020,19:21,8546,1303,4,3,"0
",NA
272,size,3,5,71,noadj,differentshapes,9,purple,small,gade,false,13,22,big,8/31/2020,19:21,7783,2384,3,1,"0
",NA
272,size,4,6,53,noadj,contrast,3,red,small,sprock,false,21,8,big,8/31/2020,19:21,6871,2440,4,3,"0
",NA
272,size,5,4,49,adj,contrast,11,blue,big,blicket,false,20,17,small,8/31/2020,19:22,6679,1354,4,3,"0
",NA
272,size,6,3,66,adj,differentshapes,23,purple,big,toma,false,19,5,small,8/31/2020,19:22,8579,1566,4,2,"0
",NA
272,size,7,0,0,,attncheck,0,,,undefined,false,19,5,small,8/31/2020,19:22,8579,1566,4,2,"7
",NA
272,size,8,0,0,,colorcheck,0,red,,undefined,true,19,5,small,8/31/2020,19:22,8579,1566,4,2,"7
",NA
272,size,9,0,0,,colorcheck,0,blue,,undefined,true,19,5,small,8/31/2020,19:22,8579,1566,4,2,"7
",NA
272,size,10,0,0,,colorcheck,0,blue,,undefined,true,19,5,small,8/31/2020,19:22,8579,1566,4,2,"7
",NA
272,size,11,0,0,,colorcheck,0,red,,undefined,true,19,5,small,8/31/2020,19:22,8579,1566,4,2,"7
",NA
242,size,1,1,54,noutt,differentshapes,20,blue,small,wug,false,18,14,big,8/31/2020,23:19,19559,13785,4,1,"0
",NA
242,size,2,2,71,noutt,contrast,19,green,small,blicket,false,6,5,big,8/31/2020,23:19,9067,5378,3,4,"0
",NA
242,size,3,5,63,noadj,differentshapes,24,purple,big,gade,false,10,16,small,8/31/2020,23:20,9835,28115,3,1,"0
",NA
242,size,4,3,24,adj,differentshapes,4,purple,small,toma,false,9,15,big,8/31/2020,23:20,10887,4495,3,2,"0
",NA
242,size,5,4,71,adj,contrast,23,red,big,sprock,false,3,12,small,8/31/2020,23:21,10585,10678,4,3,"0
",NA
242,size,6,6,50,noadj,contrast,2,green,small,dax,false,21,11,big,8/31/2020,23:21,7762,5144,4,3,"0
",NA
242,size,7,0,0,,attncheck,0,,,undefined,false,21,11,big,8/31/2020,23:21,7762,5144,4,3,"8
",NA
242,size,8,0,0,,colorcheck,0,red,,undefined,true,21,11,big,8/31/2020,23:21,7762,5144,4,3,"8
",NA
242,size,9,0,0,,colorcheck,0,blue,,undefined,true,21,11,big,8/31/2020,23:21,7762,5144,4,3,"8
",NA
242,size,10,0,0,,colorcheck,0,blue,,undefined,true,21,11,big,8/31/2020,23:21,7762,5144,4,3,"8
",NA
242,size,11,0,0,,colorcheck,0,red,,undefined,true,21,11,big,8/31/2020,23:21,7762,5144,4,3,"8
",NA
76,color,1,1,62,noutt,differentshapes,2,purple,big,gade,false,22,15,NA,8/31/2020,19:21,37957,5461,3,1,"0
",blue
76,color,2,2,63,noutt,contrast,9,blue,big,toma,false,6,18,NA,8/31/2020,19:22,7607,23573,3,4,"0
",green
76,color,3,4,64,adj,contrast,12,blue,big,sprock,false,5,21,NA,8/31/2020,19:22,11194,20608,3,4,"0
",green
76,color,4,3,87,adj,differentshapes,23,blue,big,wug,false,7,10,NA,8/31/2020,19:23,10885,14381,4,2,"0
",purple
76,color,5,6,85,noadj,contrast,3,purple,big,blicket,false,24,1,NA,8/31/2020,19:23,9121,3765,3,4,"0
",green
76,color,6,5,85,noadj,differentshapes,16,purple,big,dax,false,8,17,NA,8/31/2020,19:23,7579,2901,3,1,"0
",blue
76,color,7,0,0,,attncheck,0,,,undefined,false,8,17,NA,8/31/2020,19:23,7579,2901,3,1,"5
",blue
76,color,8,0,0,,colorcheck,0,red,,undefined,true,8,17,NA,8/31/2020,19:23,7579,2901,3,1,"5
",blue
76,color,9,0,0,,colorcheck,0,blue,,undefined,true,8,17,NA,8/31/2020,19:23,7579,2901,3,1,"5
",blue
76,color,10,0,0,,colorcheck,0,blue,,undefined,true,8,17,NA,8/31/2020,19:23,7579,2901,3,1,"5
",blue
76,color,11,0,0,,colorcheck,0,red,,undefined,false,8,17,NA,8/31/2020,19:23,7579,2901,3,1,"5
",blue
349,color,1,1,32,noutt,differentshapes,4,green,big,dax,false,3,2,NA,8/31/2020,20:09,19451,16967,3,2,"0
",purple
349,color,2,2,9,noutt,contrast,20,red,big,blicket,false,16,23,NA,8/31/2020,20:09,12541,11502,3,4,"0
",green
349,color,3,2,9,noutt,contrast,20,red,big,blicket,false,16,23,NA,8/31/2020,20:09,12541,11902,3,4,"0
",green
349,color,4,5,85,noadj,differentshapes,9,purple,big,toma,false,7,13,NA,8/31/2020,20:10,11631,14684,3,2,"0
",blue
349,color,5,3,81,adj,differentshapes,15,blue,big,gade,false,12,22,NA,8/31/2020,20:10,12922,15192,3,2,"0
",red
349,color,6,4,47,adj,contrast,10,red,big,wug,false,18,11,NA,8/31/2020,20:11,12453,13226,4,3,"0
",green
349,color,7,0,0,,attncheck,0,,,undefined,false,18,11,NA,8/31/2020,20:11,12453,13226,4,3,"6
",green
349,color,8,0,0,,colorcheck,0,red,,undefined,true,18,11,NA,8/31/2020,20:11,12453,13226,4,3,"6
",green
349,color,9,0,0,,colorcheck,0,blue,,undefined,true,18,11,NA,8/31/2020,20:11,12453,13226,4,3,"6
",green
