subid,condition,counter,trialtype,percentage,utttype,searchtype,targetshape,targetcolor,targetsize,targetword,chosetarget,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore,distractorcolor
400,color,7,0,0,,attncheck,0,,,undefined,false,9,16,NA,8/31/2020,16:46,8441,5913,4,3,"8
",green
400,color,8,0,0,,colorcheck,0,red,,undefined,true,9,16,NA,8/31/2020,16:46,8441,5913,4,3,"8
",green
400,color,9,0,0,,colorcheck,0,blue,,undefined,true,9,16,NA,8/31/2020,16:46,8441,5913,4,3,"8
",green
400,color,10,0,0,,colorcheck,0,blue,,undefined,true,9,16,NA,8/31/2020,16:46,8441,5913,4,3,"8
",green
400,color,11,0,0,,colorcheck,0,red,,undefined,true,9,16,NA,8/31/2020,16:46,8441,5913,4,3,"8
",green
170,color,1,2,59,noutt,contrast,2,green,big,sprock,false,7,5,NA,8/31/2020,18:57,13440,12890,4,3,"0
",blue
170,color,2,1,80,noutt,differentshapes,8,green,big,blicket,false,21,17,NA,8/31/2020,18:57,11354,16105,4,2,"0
",red
170,color,3,6,87,noadj,contrast,19,blue,big,toma,false,15,22,NA,8/31/2020,18:58,29191,4456,4,3,"0
",purple
170,color,4,4,86,adj,contrast,24,purple,big,gade,false,18,1,NA,8/31/2020,18:58,8335,4360,3,4,"0
",green
170,color,5,3,78,adj,differentshapes,6,red,big,wug,false,13,14,NA,8/31/2020,18:58,10974,4929,4,1,"0
",green
170,color,6,5,79,noadj,differentshapes,4,blue,big,dax,false,12,20,NA,8/31/2020,18:58,8822,4452,3,2,"0
",red
170,color,7,0,0,,attncheck,0,,,undefined,false,12,20,NA,8/31/2020,18:58,8822,4452,3,2,"5
",red
170,color,8,0,0,,colorcheck,0,red,,undefined,false,12,20,NA,8/31/2020,18:58,8822,4452,3,2,"5
",red
170,color,9,0,0,,colorcheck,0,blue,,undefined,true,12,20,NA,8/31/2020,18:58,8822,4452,3,2,"5
",red
170,color,10,0,0,,colorcheck,0,blue,,undefined,true,12,20,NA,8/31/2020,18:58,8822,4452,3,2,"5
",red
170,color,11,0,0,,colorcheck,0,red,,undefined,false,12,20,NA,8/31/2020,18:58,8822,4452,3,2,"5
",red
245,color,1,1,98,noutt,differentshapes,5,purple,big,wug,false,23,13,NA,8/31/2020,18:16,24062,11057,3,2,"0
",red
245,color,2,2,98,noutt,contrast,1,blue,big,blicket,false,11,17,NA,8/31/2020,18:16,12634,6523,3,4,"0
",purple
245,color,3,3,93,adj,differentshapes,7,green,big,gade,false,18,3,NA,8/31/2020,18:16,10534,3633,3,1,"0
",red
245,color,4,4,92,adj,contrast,12,green,big,dax,false,22,15,NA,8/31/2020,18:17,25413,4208,3,4,"0
",red
245,color,5,6,98,noadj,contrast,10,red,big,sprock,false,2,24,NA,8/31/2020,18:18,41598,3784,4,3,"0
",blue
245,color,6,5,99,noadj,differentshapes,9,red,big,toma,false,21,14,NA,8/31/2020,18:18,12492,4225,3,2,"0
",purple
245,color,7,0,0,,attncheck,0,,,undefined,false,21,14,NA,8/31/2020,18:18,12492,4225,3,2,"6
",purple
245,color,8,0,0,,colorcheck,0,red,,undefined,true,21,14,NA,8/31/2020,18:18,12492,4225,3,2,"6
",purple
245,color,9,0,0,,colorcheck,0,blue,,undefined,true,21,14,NA,8/31/2020,18:18,12492,4225,3,2,"6
",purple
245,color,10,0,0,,colorcheck,0,blue,,undefined,true,21,14,NA,8/31/2020,18:18,12492,4225,3,2,"6
",purple
245,color,11,0,0,,colorcheck,0,red,,undefined,true,21,14,NA,8/31/2020,18:18,12492,4225,3,2,"6
",purple
311,color,1,1,7,noutt,differentshapes,14,green,big,sprock,false,10,6,NA,8/31/2020,22:31,21324,5127,4,1,"0
",red
311,color,2,2,20,noutt,contrast,7,red,big,blicket,false,22,21,NA,8/31/2020,22:31,18551,4520,3,4,"0
",purple
311,color,3,4,27,adj,contrast,18,red,big,dax,false,1,20,NA,8/31/2020,22:32,9455,4915,4,3,"0
",purple
311,color,4,5,37,noadj,differentshapes,11,blue,big,wug,false,3,17,NA,8/31/2020,22:32,10334,4230,3,1,"0
",purple
311,color,5,3,17,adj,differentshapes,24,blue,big,gade,false,12,15,NA,8/31/2020,22:32,11074,5736,4,2,"0
",purple
311,color,6,6,31,noadj,contrast,13,red,big,toma,false,16,2,NA,8/31/2020,22:33,7602,5133,4,3,"0
",purple
311,color,7,0,0,,attncheck,0,,,undefined,false,16,2,NA,8/31/2020,22:33,7602,5133,4,3,"6
",purple
311,color,8,0,0,,colorcheck,0,red,,undefined,true,16,2,NA,8/31/2020,22:33,7602,5133,4,3,"6
",purple
311,color,9,0,0,,colorcheck,0,blue,,undefined,true,16,2,NA,8/31/2020,22:33,7602,5133,4,3,"6
",purple
311,color,10,0,0,,colorcheck,0,blue,,undefined,true,16,2,NA,8/31/2020,22:33,7602,5133,4,3,"6
",purple
311,color,11,0,0,,colorcheck,0,red,,undefined,true,16,2,NA,8/31/2020,22:33,7602,5133,4,3,"6
",purple
53,color,1,2,55,noutt,contrast,3,blue,big,blicket,false,8,24,NA,8/31/2020,18:13,8269,10860,4,3,"0
",purple
53,color,2,1,55,noutt,differentshapes,17,blue,big,wug,false,20,7,NA,8/31/2020,18:14,8291,2851,3,1,"0
",purple
53,color,3,4,65,adj,contrast,13,purple,big,dax,false,6,10,NA,8/31/2020,18:14,10048,3381,3,4,"0
",red
53,color,4,3,53,adj,differentshapes,16,purple,big,toma,false,12,19,NA,8/31/2020,18:14,8605,3626,3,2,"0
",red
53,color,5,5,52,noadj,differentshapes,11,purple,big,sprock,false,15,22,NA,8/31/2020,18:14,14134,2557,3,1,"0
",green
53,color,6,6,52,noadj,contrast,4,red,big,gade,false,14,5,NA,8/31/2020,18:14,8117,2553,4,3,"0
",purple
53,color,7,0,0,,attncheck,0,,,undefined,false,14,5,NA,8/31/2020,18:14,8117,2553,4,3,"7
",purple
53,color,8,0,0,,colorcheck,0,red,,undefined,true,14,5,NA,8/31/2020,18:14,8117,2553,4,3,"7
",purple
53,color,9,0,0,,colorcheck,0,blue,,undefined,false,14,5,NA,8/31/2020,18:14,8117,2553,4,3,"7
",purple
53,color,10,0,0,,colorcheck,0,blue,,undefined,true,14,5,NA,8/31/2020,18:14,8117,2553,4,3,"7
",purple
53,color,11,0,0,,colorcheck,0,red,,undefined,true,14,5,NA,8/31/2020,18:14,8117,2553,4,3,"7
",purple
206,color,1,2,62,noutt,contrast,4,green,big,blicket,false,12,15,NA,8/31/2020,17:13,12284,12148,3,4,"0
",blue
206,color,2,1,52,noutt,differentshapes,11,blue,big,dax,false,10,22,NA,8/31/2020,17:14,11472,7886,3,2,"0
",red
206,color,3,4,10,adj,contrast,13,red,big,gade,false,3,18,NA,8/31/2020,17:14,12241,8545,4,3,"0
",blue
206,color,4,6,85,noadj,contrast,14,green,big,sprock,false,19,1,NA,8/31/2020,17:14,13420,6955,4,3,"0
",blue
206,color,5,3,4,adj,differentshapes,7,green,big,wug,false,21,6,NA,8/31/2020,17:15,31752,4065,3,2,"0
",red
206,color,6,5,6,noadj,differentshapes,5,red,big,toma,false,17,8,NA,8/31/2020,17:15,8324,6291,4,1,"0
",blue
206,color,7,0,0,,attncheck,0,,,undefined,false,17,8,NA,8/31/2020,17:15,8324,6291,4,1,"6
",blue
206,color,8,0,0,,colorcheck,0,red,,undefined,true,17,8,NA,8/31/2020,17:15,8324,6291,4,1,"6
",blue
206,color,9,0,0,,colorcheck,0,blue,,undefined,true,17,8,NA,8/31/2020,17:15,8324,6291,4,1,"6
",blue
206,color,10,0,0,,colorcheck,0,blue,,undefined,true,17,8,NA,8/31/2020,17:15,8324,6291,4,1,"6
",blue
206,color,11,0,0,,colorcheck,0,red,,undefined,true,17,8,NA,8/31/2020,17:15,8324,6291,4,1,"6
",blue
395,color,1,1,60,noutt,differentshapes,15,green,big,toma,false,14,13,NA,8/31/2020,18:13,12290,9718,3,1,"0
",purple
395,color,2,2,81,noutt,contrast,1,blue,big,dax,false,5,8,NA,8/31/2020,18:13,12984,5576,4,3,"0
",red
395,color,3,6,83,noadj,contrast,10,purple,big,gade,false,16,17,NA,8/31/2020,18:14,8164,9702,4,3,"0
",red
395,color,4,4,50,adj,contrast,3,red,big,sprock,false,11,12,NA,8/31/2020,18:14,8593,2579,4,3,"0
",blue
395,color,5,3,52,adj,differentshapes,22,blue,big,blicket,false,18,20,NA,8/31/2020,18:14,6733,2628,3,2,"0
",purple
395,color,6,5,61,noadj,differentshapes,23,green,big,wug,false,9,2,NA,8/31/2020,18:14,7640,4748,4,2,"0
",red
395,color,7,0,0,,attncheck,0,,,undefined,false,9,2,NA,8/31/2020,18:14,7640,4748,4,2,"6
",red
395,color,8,0,0,,colorcheck,0,red,,undefined,true,9,2,NA,8/31/2020,18:14,7640,4748,4,2,"6
",red
395,color,9,0,0,,colorcheck,0,blue,,undefined,true,9,2,NA,8/31/2020,18:14,7640,4748,4,2,"6
",red
395,color,10,0,0,,colorcheck,0,blue,,undefined,true,9,2,NA,8/31/2020,18:14,7640,4748,4,2,"6
",red
395,color,11,0,0,,colorcheck,0,red,,undefined,true,9,2,NA,8/31/2020,18:14,7640,4748,4,2,"6
",red
131,color,1,1,37,noutt,differentshapes,15,blue,big,toma,false,6,5,NA,8/31/2020,18:13,7685,23834,4,1,"0
",green
131,color,2,2,31,noutt,contrast,12,purple,big,blicket,false,2,10,NA,8/31/2020,18:13,7515,3987,4,3,"0
",blue
131,color,3,6,59,noadj,contrast,1,green,big,sprock,false,3,21,NA,8/31/2020,18:13,8274,4318,4,3,"0
",red
131,color,4,5,42,noadj,differentshapes,24,blue,big,gade,false,13,17,NA,8/31/2020,18:13,8842,2419,4,1,"0
",red
131,color,5,3,41,adj,differentshapes,23,green,big,dax,false,14,9,NA,8/31/2020,18:13,6834,2721,4,1,"0
",blue
131,color,6,4,34,adj,contrast,19,blue,big,wug,false,11,4,NA,8/31/2020,18:14,11211,4501,3,4,"0
",red
131,color,7,0,0,,attncheck,0,,,undefined,false,11,4,NA,8/31/2020,18:14,11211,4501,3,4,"5
",red
131,color,8,0,0,,colorcheck,0,red,,undefined,false,11,4,NA,8/31/2020,18:14,11211,4501,3,4,"5
",red
131,color,9,0,0,,colorcheck,0,blue,,undefined,false,11,4,NA,8/31/2020,18:14,11211,4501,3,4,"5
",red
131,color,10,0,0,,colorcheck,0,blue,,undefined,false,11,4,NA,8/31/2020,18:14,11211,4501,3,4,"5
",red
131,color,11,0,0,,colorcheck,0,red,,undefined,true,11,4,NA,8/31/2020,18:14,11211,4501,3,4,"5
",red
243,color,1,1,76,noutt,differentshapes,19,red,big,toma,false,4,15,NA,8/31/2020,15:40,10970,11277,3,1,"0
",blue
243,color,2,2,71,noutt,contrast,9,red,big,dax,false,16,1,NA,8/31/2020,15:40,8126,5185,4,3,"0
",green
243,color,3,6,76,noadj,contrast,17,purple,big,gade,false,12,10,NA,8/31/2020,15:40,8377,4204,4,3,"0
",green
243,color,4,3,84,adj,differentshapes,24,purple,big,sprock,false,3,18,NA,8/31/2020,15:41,7442,4425,4,2,"0
",blue
243,color,5,4,89,adj,contrast,21,purple,big,wug,false,13,22,NA,8/31/2020,15:41,9942,8438,3,4,"0
",red
243,color,6,5,85,noadj,differentshapes,20,green,big,blicket,false,7,5,NA,8/31/2020,15:41,11626,5139,4,2,"0
",purple
243,color,7,0,0,,attncheck,0,,,undefined,false,7,5,NA,8/31/2020,15:41,11626,5139,4,2,"5
",purple
243,color,8,0,0,,colorcheck,0,red,,undefined,true,7,5,NA,8/31/2020,15:41,11626,5139,4,2,"5
",purple
243,color,9,0,0,,colorcheck,0,blue,,undefined,true,7,5,NA,8/31/2020,15:41,11626,5139,4,2,"5
",purple
243,color,10,0,0,,colorcheck,0,blue,,undefined,true,7,5,NA,8/31/2020,15:41,11626,5139,4,2,"5
",purple
243,color,11,0,0,,colorcheck,0,red,,undefined,true,7,5,NA,8/31/2020,15:41,11626,5139,4,2,"5
",purple
279,color,1,1,86,noutt,differentshapes,4,green,big,blicket,false,6,3,NA,8/31/2020,18:12,10341,4502,4,1,"0
",red
279,color,2,2,51,noutt,contrast,8,blue,big,wug,false,23,9,NA,8/31/2020,18:12,6615,1975,3,4,"0
",red
279,color,3,5,50,noadj,differentshapes,11,green,big,dax,false,10,5,NA,8/31/2020,18:13,8301,3373,4,2,"0
",red
279,color,4,4,50,adj,contrast,2,red,big,toma,false,16,1,NA,8/31/2020,18:13,7017,4662,4,3,"0
",purple
279,color,5,6,100,noadj,contrast,13,red,big,gade,false,21,22,NA,8/31/2020,18:13,9529,2598,4,3,"0
",blue
279,color,6,3,28,adj,differentshapes,14,green,big,sprock,false,7,17,NA,8/31/2020,18:13,6833,2824,4,2,"0
",purple
279,color,7,0,0,,attncheck,0,,,undefined,false,7,17,NA,8/31/2020,18:13,6833,2824,4,2,"8
",purple
279,color,8,0,0,,colorcheck,0,red,,undefined,true,7,17,NA,8/31/2020,18:13,6833,2824,4,2,"8
",purple
279,color,9,0,0,,colorcheck,0,blue,,undefined,true,7,17,NA,8/31/2020,18:13,6833,2824,4,2,"8
",purple
279,color,10,0,0,,colorcheck,0,blue,,undefined,true,7,17,NA,8/31/2020,18:13,6833,2824,4,2,"8
",purple
279,color,11,0,0,,colorcheck,0,red,,undefined,true,7,17,NA,8/31/2020,18:13,6833,2824,4,2,"8
",purple
177,color,1,2,50,noutt,contrast,20,green,big,wug,false,1,9,NA,8/31/2020,18:29,16273,14107,4,3,"0
",blue
177,color,2,1,66,noutt,differentshapes,6,red,big,gade,false,19,7,NA,8/31/2020,18:29,12959,12505,4,2,"0
",purple
177,color,3,3,50,adj,differentshapes,18,green,big,blicket,false,12,16,NA,8/31/2020,18:29,13866,6375,4,1,"0
",red
177,color,4,4,50,adj,contrast,3,blue,big,toma,false,24,17,NA,8/31/2020,18:30,18143,4700,4,3,"0
",red
177,color,5,5,50,noadj,differentshapes,8,red,big,dax,false,21,23,NA,8/31/2020,18:30,11148,8667,4,1,"0
",blue
177,color,6,6,50,noadj,contrast,10,blue,big,sprock,false,14,11,NA,8/31/2020,18:30,10302,4061,4,3,"0
",red
177,color,7,0,0,,attncheck,0,,,undefined,false,14,11,NA,8/31/2020,18:30,10302,4061,4,3,"4
",red
177,color,8,0,0,,colorcheck,0,red,,undefined,true,14,11,NA,8/31/2020,18:30,10302,4061,4,3,"4
",red
177,color,9,0,0,,colorcheck,0,blue,,undefined,true,14,11,NA,8/31/2020,18:30,10302,4061,4,3,"4
",red
177,color,10,0,0,,colorcheck,0,blue,,undefined,true,14,11,NA,8/31/2020,18:30,10302,4061,4,3,"4
",red
177,color,11,0,0,,colorcheck,0,red,,undefined,true,14,11,NA,8/31/2020,18:30,10302,4061,4,3,"4
",red
52,color,1,1,31,noutt,differentshapes,23,blue,big,toma,false,19,9,NA,8/31/2020,17:33,29216,18307,3,1,"0
",purple
52,color,2,2,50,noutt,contrast,14,green,big,blicket,false,16,17,NA,8/31/2020,17:33,14210,11074,3,4,"0
",blue
52,color,3,4,25,adj,contrast,21,blue,big,dax,false,8,6,NA,8/31/2020,17:34,18294,23151,4,3,"0
",purple
52,color,4,5,50,noadj,differentshapes,5,blue,big,gade,false,7,10,NA,8/31/2020,17:35,16406,13490,3,2,"0
",red
52,color,5,3,25,adj,differentshapes,24,red,big,wug,false,1,18,NA,8/31/2020,17:35,13715,6246,4,2,"0
",purple
52,color,6,6,25,noadj,contrast,13,blue,big,sprock,false,20,11,NA,8/31/2020,17:35,10721,6086,4,3,"0
",purple
52,color,7,0,0,,attncheck,0,,,undefined,false,20,11,NA,8/31/2020,17:35,10721,6086,4,3,"5
",purple
52,color,8,0,0,,colorcheck,0,red,,undefined,true,20,11,NA,8/31/2020,17:35,10721,6086,4,3,"5
",purple
52,color,9,0,0,,colorcheck,0,blue,,undefined,true,20,11,NA,8/31/2020,17:35,10721,6086,4,3,"5
",purple
52,color,10,0,0,,colorcheck,0,blue,,undefined,true,20,11,NA,8/31/2020,17:35,10721,6086,4,3,"5
",purple
52,color,11,0,0,,colorcheck,0,red,,undefined,true,20,11,NA,8/31/2020,17:35,10721,6086,4,3,"5
",purple
261,color,1,2,40,noutt,contrast,21,green,big,sprock,false,8,7,NA,8/31/2020,17:48,12503,7522,3,4,"0
",red
261,color,2,1,75,noutt,differentshapes,19,red,big,blicket,false,20,9,NA,8/31/2020,17:48,12063,3319,4,2,"0
",blue
261,color,3,6,50,noadj,contrast,11,green,big,gade,false,22,24,NA,8/31/2020,17:48,10211,4195,3,4,"0
",blue
261,color,4,4,50,adj,contrast,23,blue,big,dax,false,1,5,NA,8/31/2020,17:48,7464,2463,4,3,"0
",purple
261,color,5,3,100,adj,differentshapes,2,green,big,toma,false,6,12,NA,8/31/2020,17:49,9128,3959,3,2,"0
",red
261,color,6,5,100,noadj,differentshapes,17,purple,big,wug,false,3,16,NA,8/31/2020,17:49,7447,3078,4,2,"0
",red
261,color,7,0,0,,attncheck,0,,,undefined,false,3,16,NA,8/31/2020,17:49,7447,3078,4,2,"5
",red
261,color,8,0,0,,colorcheck,0,red,,undefined,true,3,16,NA,8/31/2020,17:49,7447,3078,4,2,"5
",red
261,color,9,0,0,,colorcheck,0,blue,,undefined,true,3,16,NA,8/31/2020,17:49,7447,3078,4,2,"5
",red
261,color,10,0,0,,colorcheck,0,blue,,undefined,true,3,16,NA,8/31/2020,17:49,7447,3078,4,2,"5
",red
261,color,11,0,0,,colorcheck,0,red,,undefined,true,3,16,NA,8/31/2020,17:49,7447,3078,4,2,"5
",red
144,color,1,1,49,noutt,differentshapes,5,blue,big,toma,false,15,19,NA,8/31/2020,18:28,37024,35930,3,2,"0
",green
144,color,2,2,13,noutt,contrast,3,red,big,dax,false,18,16,NA,8/31/2020,18:28,7308,13372,4,3,"0
",purple
144,color,3,4,20,adj,contrast,17,red,big,blicket,false,6,14,NA,8/31/2020,18:29,7197,10341,4,3,"0
",purple
144,color,4,3,24,adj,differentshapes,10,green,big,wug,false,4,23,NA,8/31/2020,18:29,7096,1837,4,1,"0
",red
144,color,5,6,72,noadj,contrast,21,red,big,gade,false,22,1,NA,8/31/2020,18:29,7365,4083,4,3,"0
",blue
144,color,6,5,76,noadj,differentshapes,12,purple,big,sprock,false,11,8,NA,8/31/2020,18:29,7325,4670,4,1,"0
",green
144,color,7,0,0,,attncheck,0,,,undefined,false,11,8,NA,8/31/2020,18:29,7325,4670,4,1,"3
",green
144,color,8,0,0,,colorcheck,0,red,,undefined,true,11,8,NA,8/31/2020,18:29,7325,4670,4,1,"3
",green
144,color,9,0,0,,colorcheck,0,blue,,undefined,true,11,8,NA,8/31/2020,18:29,7325,4670,4,1,"3
",green
144,color,10,0,0,,colorcheck,0,blue,,undefined,true,11,8,NA,8/31/2020,18:29,7325,4670,4,1,"3
",green
144,color,11,0,0,,colorcheck,0,red,,undefined,true,11,8,NA,8/31/2020,18:29,7325,4670,4,1,"3
",green
337,color,1,1,59,noutt,differentshapes,6,purple,big,sprock,false,8,5,NA,8/31/2020,15:14,13899,21205,4,1,"0
",green
337,color,2,2,62,noutt,contrast,13,purple,big,wug,false,21,15,NA,8/31/2020,15:14,7583,5568,4,3,"0
",red
337,color,3,3,53,adj,differentshapes,23,purple,big,gade,false,12,3,NA,8/31/2020,15:14,6924,9523,4,2,"0
",blue
337,color,4,6,68,noadj,contrast,10,blue,big,dax,false,19,20,NA,8/31/2020,15:15,6552,8932,4,3,"0
",purple
337,color,5,4,84,adj,contrast,18,purple,big,toma,false,16,22,NA,8/31/2020,15:15,11095,7706,3,4,"0
",green
337,color,6,5,78,noadj,differentshapes,9,blue,big,blicket,false,4,14,NA,8/31/2020,15:15,7956,3999,3,1,"0
",purple
337,color,7,0,0,,attncheck,0,,,undefined,false,4,14,NA,8/31/2020,15:15,7956,3999,3,1,"3
",purple
337,color,8,0,0,,colorcheck,0,red,,undefined,true,4,14,NA,8/31/2020,15:15,7956,3999,3,1,"3
",purple
337,color,9,0,0,,colorcheck,0,blue,,undefined,true,4,14,NA,8/31/2020,15:15,7956,3999,3,1,"3
",purple
337,color,10,0,0,,colorcheck,0,blue,,undefined,false,4,14,NA,8/31/2020,15:15,7956,3999,3,1,"3
",purple
337,color,11,0,0,,colorcheck,0,red,,undefined,true,4,14,NA,8/31/2020,15:15,7956,3999,3,1,"3
",purple
119,size,1,2,18,noutt,contrast,9,red,big,dax,false,3,6,small,8/31/2020,19:27,10063,11298,3,4,"0
",NA
119,size,2,1,56,noutt,differentshapes,12,red,small,sprock,false,14,18,big,8/31/2020,19:27,9079,4419,3,1,"0
",NA
119,size,3,3,27,adj,differentshapes,24,green,small,gade,false,1,7,big,8/31/2020,19:27,8469,5485,3,1,"0
",NA
119,size,4,4,26,adj,contrast,4,red,small,toma,false,22,8,big,8/31/2020,19:27,8265,4245,3,4,"0
",NA
119,size,5,5,100,noadj,differentshapes,13,blue,big,wug,false,5,11,small,8/31/2020,19:27,7092,5881,4,2,"0
",NA
119,size,6,6,100,noadj,contrast,16,red,small,blicket,false,23,15,big,8/31/2020,19:28,6809,5972,4,3,"0
",NA
119,size,7,0,0,,attncheck,0,,,undefined,false,23,15,big,8/31/2020,19:28,6809,5972,4,3,"5
",NA
119,size,8,0,0,,colorcheck,0,red,,undefined,true,23,15,big,8/31/2020,19:28,6809,5972,4,3,"5
",NA
119,size,9,0,0,,colorcheck,0,blue,,undefined,true,23,15,big,8/31/2020,19:28,6809,5972,4,3,"5
",NA
119,size,10,0,0,,colorcheck,0,blue,,undefined,true,23,15,big,8/31/2020,19:28,6809,5972,4,3,"5
",NA
119,size,11,0,0,,colorcheck,0,red,,undefined,true,23,15,big,8/31/2020,19:28,6809,5972,4,3,"5
",NA
12,size,1,1,30,noutt,differentshapes,22,red,big,toma,false,3,19,small,8/31/2020,18:46,23171,16031,3,1,"0
",NA
12,size,2,2,32,noutt,contrast,13,red,small,wug,false,7,6,big,8/31/2020,18:46,18318,11467,4,3,"0
",NA
12,size,3,4,25,adj,contrast,5,green,big,gade,false,9,23,small,8/31/2020,18:47,14255,6440,3,4,"0
",NA
12,size,4,6,25,noadj,contrast,18,blue,big,sprock,false,11,14,small,8/31/2020,18:47,8404,5910,4,3,"0
",NA
12,size,5,3,25,adj,differentshapes,8,red,small,dax,false,12,4,big,8/31/2020,18:47,8411,11848,3,1,"0
",NA
12,size,6,5,25,noadj,differentshapes,21,red,big,blicket,false,1,15,small,8/31/2020,18:48,10324,5353,4,1,"0
",NA
12,size,7,0,0,,attncheck,0,,,undefined,false,1,15,small,8/31/2020,18:48,10324,5353,4,1,"7
",NA
12,size,8,0,0,,colorcheck,0,red,,undefined,true,1,15,small,8/31/2020,18:48,10324,5353,4,1,"7
",NA
12,size,9,0,0,,colorcheck,0,blue,,undefined,true,1,15,small,8/31/2020,18:48,10324,5353,4,1,"7
",NA
12,size,10,0,0,,colorcheck,0,blue,,undefined,true,1,15,small,8/31/2020,18:48,10324,5353,4,1,"7
",NA
12,size,11,0,0,,colorcheck,0,red,,undefined,true,1,15,small,8/31/2020,18:48,10324,5353,4,1,"7
",NA
116,size,1,2,30,noutt,contrast,9,purple,small,sprock,false,18,19,big,8/31/2020,16:24,19957,19453,4,3,"0
",NA
116,size,2,1,25,noutt,differentshapes,17,red,big,toma,false,8,22,small,8/31/2020,16:25,19081,10382,4,1,"0
",NA
116,size,3,4,50,adj,contrast,12,green,small,dax,false,20,3,big,8/31/2020,16:25,17422,14211,3,4,"0
",NA
116,size,4,5,25,noadj,differentshapes,23,blue,small,gade,false,14,7,big,8/31/2020,16:26,13006,10285,3,2,"0
",NA
116,size,5,6,10,noadj,contrast,2,green,big,blicket,false,5,4,small,8/31/2020,16:26,12773,11954,4,3,"0
",NA
116,size,6,3,20,adj,differentshapes,21,red,big,wug,false,13,24,small,8/31/2020,16:26,10331,11361,4,1,"0
",NA
116,size,7,0,0,,attncheck,0,,,undefined,false,13,24,small,8/31/2020,16:26,10331,11361,4,1,"7
",NA
116,size,8,0,0,,colorcheck,0,red,,undefined,true,13,24,small,8/31/2020,16:26,10331,11361,4,1,"7
",NA
116,size,9,0,0,,colorcheck,0,blue,,undefined,true,13,24,small,8/31/2020,16:26,10331,11361,4,1,"7
",NA
116,size,10,0,0,,colorcheck,0,blue,,undefined,true,13,24,small,8/31/2020,16:26,10331,11361,4,1,"7
",NA
116,size,11,0,0,,colorcheck,0,red,,undefined,true,13,24,small,8/31/2020,16:26,10331,11361,4,1,"7
",NA
145,size,1,1,40,noutt,differentshapes,16,blue,small,sprock,false,23,14,big,8/31/2020,18:20,12703,12484,3,2,"0
",NA
145,size,2,2,30,noutt,contrast,22,red,big,wug,false,10,18,small,8/31/2020,18:20,10329,8156,4,3,"0
",NA
145,size,3,4,20,adj,contrast,5,blue,big,dax,false,17,24,small,8/31/2020,18:20,9493,6305,3,4,"0
",NA
145,size,4,5,40,noadj,differentshapes,9,blue,small,blicket,false,20,4,big,8/31/2020,18:20,8940,4712,3,1,"0
",NA
145,size,5,6,38,noadj,contrast,15,green,big,toma,false,6,8,small,8/31/2020,18:21,9053,3300,4,3,"0
",NA
145,size,6,3,20,adj,differentshapes,12,red,big,gade,false,13,1,small,8/31/2020,18:21,7884,3028,4,2,"0
",NA
145,size,7,0,0,,attncheck,0,,,undefined,false,13,1,small,8/31/2020,18:21,7884,3028,4,2,"7
",NA
145,size,8,0,0,,colorcheck,0,red,,undefined,true,13,1,small,8/31/2020,18:21,7884,3028,4,2,"7
",NA
145,size,9,0,0,,colorcheck,0,blue,,undefined,true,13,1,small,8/31/2020,18:21,7884,3028,4,2,"7
",NA
145,size,10,0,0,,colorcheck,0,blue,,undefined,true,13,1,small,8/31/2020,18:21,7884,3028,4,2,"7
",NA
145,size,11,0,0,,colorcheck,0,red,,undefined,true,13,1,small,8/31/2020,18:21,7884,3028,4,2,"7
",NA
48,size,1,1,75,noutt,differentshapes,12,purple,big,blicket,false,8,19,small,8/31/2020,15:23,9141,5330,4,1,"0
",NA
48,size,2,2,70,noutt,contrast,10,red,big,toma,false,7,17,small,8/31/2020,15:23,9862,5796,3,4,"0
",NA
48,size,3,4,85,adj,contrast,5,red,small,dax,false,4,11,big,8/31/2020,15:23,6812,5432,4,3,"0
",NA
48,size,4,3,73,adj,differentshapes,21,red,big,gade,false,20,18,small,8/31/2020,15:23,6747,3100,4,2,"0
",NA
48,size,5,6,79,noadj,contrast,9,red,big,sprock,false,16,24,small,8/31/2020,15:24,7169,4932,3,4,"0
",NA
48,size,6,5,81,noadj,differentshapes,23,blue,big,wug,false,14,6,small,8/31/2020,15:24,8722,3276,4,2,"0
",NA
48,size,7,0,0,,attncheck,0,,,undefined,false,14,6,small,8/31/2020,15:24,8722,3276,4,2,"3
",NA
48,size,8,0,0,,colorcheck,0,red,,undefined,true,14,6,small,8/31/2020,15:24,8722,3276,4,2,"3
",NA
48,size,9,0,0,,colorcheck,0,blue,,undefined,true,14,6,small,8/31/2020,15:24,8722,3276,4,2,"3
",NA
48,size,10,0,0,,colorcheck,0,blue,,undefined,true,14,6,small,8/31/2020,15:24,8722,3276,4,2,"3
",NA
48,size,11,0,0,,colorcheck,0,red,,undefined,true,14,6,small,8/31/2020,15:24,8722,3276,4,2,"3
",NA
237,size,1,2,29,noutt,contrast,24,red,small,dax,false,11,7,big,8/31/2020,19:21,15054,10930,4,3,"0
",NA
237,size,2,1,22,noutt,differentshapes,5,green,small,wug,false,22,12,big,8/31/2020,19:21,19332,6228,3,2,"0
",NA
237,size,3,5,70,noadj,differentshapes,15,red,small,gade,false,3,4,big,8/31/2020,19:21,9558,7020,4,1,"0
",NA
