subid,condition,counter,trialtype,chosetarget,choselure,attncheckscore,targetname,chosenname,adj,targetsize,searchtype,choseunique,targetshape,targetcolor,targetword,distractorshape1,distractorcolor1,date,timestamp,rtsearch,targetpos,lurepos,obj1shape,obj1color,obj2shape,obj2color,obj3shape,"obj3color
",obj1size,obj2size,"obj3size
"
154,color,1,3,TRUE,FALSE,0,19bluebig.jpg,19bluebig.jpg,FALSE,big,uniquetarget,TRUE,19,blue,sprock,11,purple,7/6/2020,16:54,3805,2,0,11,purple,19,blue,11,"purple
",NA,NA,NA
154,color,2,2,FALSE,TRUE,0,1greenbig.jpg,stim-images/object12greenbig.jpg,TRUE,big,contrast,TRUE,1,green,lomet,12,purple,7/6/2020,16:54,4892,3,1,12,green,1,purple,1,"green
",NA,NA,NA
154,color,3,4,TRUE,FALSE,0,10redbig.jpg,10redbig.jpg,TRUE,big,uniquetarget,TRUE,10,red,gade,15,purple,7/6/2020,16:54,3242,3,0,15,purple,15,purple,10,"red
",NA,NA,NA
154,color,4,4,TRUE,FALSE,0,14greenbig.jpg,14greenbig.jpg,TRUE,big,uniquetarget,TRUE,14,green,toma,16,red,7/6/2020,16:54,4451,1,0,14,green,16,red,16,"red
",NA,NA,NA
154,color,5,2,FALSE,TRUE,0,4redbig.jpg,stim-images/object8redbig.jpg,TRUE,big,contrast,TRUE,4,red,wug,8,purple,7/6/2020,16:54,11832,1,3,4,red,4,purple,8,"red
",NA,NA,NA
154,color,6,1,FALSE,TRUE,0,17purplebig.jpg,stim-images/object18purplebig.jpg,FALSE,big,contrast,TRUE,17,purple,zorp,18,red,7/6/2020,16:54,4081,1,3,17,purple,17,red,18,"purple
",NA,NA,NA
154,color,7,1,FALSE,TRUE,0,5purplebig.jpg,stim-images/object9purplebig.jpg,FALSE,big,contrast,TRUE,5,purple,koba,9,red,7/6/2020,16:54,3530,3,1,9,purple,5,red,5,"purple
",NA,NA,NA
154,color,8,3,TRUE,FALSE,0,3bluebig.jpg,3bluebig.jpg,FALSE,big,uniquetarget,TRUE,3,blue,undefined,6,purple,7/6/2020,16:54,6062,2,0,6,purple,3,blue,6,"purple
",NA,NA,NA
154,color,9,0,FALSE,FALSE,5,,,FALSE,big,attncheck,FALSE,3,blue,undefined,6,purple,7/6/2020,16:54,6062,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
154,color,10,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,3,red,undefined,6,green,7/6/2020,16:54,6062,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
154,color,11,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,3,blue,undefined,6,green,7/6/2020,16:54,6062,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
154,color,12,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,3,blue,undefined,6,purple,7/6/2020,16:54,6062,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
154,color,13,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,3,red,undefined,6,purple,7/6/2020,16:54,6062,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
184,color,1,2,TRUE,FALSE,0,7purplebig.jpg,7purplebig.jpg,TRUE,big,contrast,FALSE,7,purple,lomet,20,red,7/6/2020,16:50,4900,2,1,20,purple,7,purple,7,"red
",NA,NA,NA
184,color,2,3,TRUE,FALSE,0,4bluebig.jpg,4bluebig.jpg,FALSE,big,uniquetarget,TRUE,4,blue,sprock,3,red,7/6/2020,16:50,3779,1,0,4,blue,3,red,3,"red
",NA,NA,NA
184,color,3,1,FALSE,TRUE,0,11redbig.jpg,stim-images/object9redbig.jpg,FALSE,big,contrast,TRUE,11,red,wug,9,blue,7/6/2020,16:50,4733,3,2,11,blue,9,red,11,"red
",NA,NA,NA
184,color,4,3,TRUE,FALSE,0,8redbig.jpg,8redbig.jpg,FALSE,big,uniquetarget,TRUE,8,red,zorp,17,purple,7/6/2020,16:50,3894,3,0,17,purple,17,purple,8,"red
",NA,NA,NA
184,color,5,1,FALSE,TRUE,0,16bluebig.jpg,stim-images/object10bluebig.jpg,FALSE,big,contrast,TRUE,16,blue,blicket,10,purple,7/6/2020,16:50,4091,1,2,16,blue,10,blue,16,"purple
",NA,NA,NA
184,color,6,2,TRUE,FALSE,0,5bluebig.jpg,5bluebig.jpg,TRUE,big,contrast,FALSE,5,blue,gade,2,green,7/6/2020,16:50,4699,1,2,5,blue,2,blue,5,"green
",NA,NA,NA
184,color,7,4,TRUE,FALSE,0,1bluebig.jpg,1bluebig.jpg,TRUE,big,uniquetarget,TRUE,1,blue,koba,12,purple,7/6/2020,16:50,3524,3,0,12,purple,12,purple,1,"blue
",NA,NA,NA
184,color,8,4,TRUE,FALSE,0,18purplebig.jpg,18purplebig.jpg,TRUE,big,uniquetarget,TRUE,18,purple,toma,15,red,7/6/2020,16:50,3478,1,0,18,purple,15,red,15,"red
",NA,NA,NA
184,color,9,0,FALSE,FALSE,6,,,TRUE,big,attncheck,FALSE,18,purple,toma,15,red,7/6/2020,16:50,3478,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
184,color,10,0,TRUE,FALSE,6,,,TRUE,big,colorcheck,FALSE,18,red,toma,15,green,7/6/2020,16:50,3478,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
184,color,11,0,TRUE,FALSE,6,,,TRUE,big,colorcheck,FALSE,18,blue,toma,15,green,7/6/2020,16:50,3478,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
184,color,12,0,TRUE,FALSE,6,,,TRUE,big,colorcheck,FALSE,18,blue,toma,15,purple,7/6/2020,16:50,3478,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
184,color,13,0,TRUE,FALSE,6,,,TRUE,big,colorcheck,FALSE,18,red,toma,15,purple,7/6/2020,16:50,3478,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
183,color,1,3,FALSE,FALSE,0,6purplebig.jpg,stim-images/object3greenbig.jpg,FALSE,big,uniquetarget,FALSE,6,purple,zorp,3,green,7/6/2020,18:04,38144,1,0,6,purple,3,green,3,"green
",NA,NA,NA
183,color,2,3,TRUE,FALSE,0,18greenbig.jpg,18greenbig.jpg,FALSE,big,uniquetarget,TRUE,18,green,koba,9,purple,7/6/2020,18:04,35732,1,0,18,green,9,purple,9,"purple
",NA,NA,NA
183,color,3,4,TRUE,FALSE,0,16redbig.jpg,16redbig.jpg,TRUE,big,uniquetarget,TRUE,16,red,wug,13,purple,7/6/2020,18:04,5119,2,0,13,purple,16,red,13,"purple
",NA,NA,NA
183,color,4,1,FALSE,FALSE,0,8redbig.jpg,stim-images/object8purplebig.jpg,FALSE,big,contrast,FALSE,8,red,sprock,11,purple,7/6/2020,18:04,6024,3,2,8,purple,11,red,8,"red
",NA,NA,NA
183,color,5,2,TRUE,FALSE,0,4bluebig.jpg,4bluebig.jpg,TRUE,big,contrast,FALSE,4,blue,gade,20,green,7/6/2020,18:04,5237,1,2,4,blue,20,blue,4,"green
",NA,NA,NA
183,color,6,4,TRUE,FALSE,0,2bluebig.jpg,2bluebig.jpg,TRUE,big,uniquetarget,TRUE,2,blue,lomet,7,red,7/6/2020,18:04,3553,3,0,7,red,7,red,2,"blue
",NA,NA,NA
183,color,7,2,FALSE,TRUE,0,14bluebig.jpg,stim-images/object12bluebig.jpg,TRUE,big,contrast,TRUE,14,blue,blicket,12,purple,7/6/2020,18:04,5708,3,1,12,blue,14,purple,14,"blue
",NA,NA,NA
183,color,8,1,FALSE,TRUE,0,10redbig.jpg,stim-images/object15redbig.jpg,FALSE,big,contrast,TRUE,10,red,toma,15,purple,7/6/2020,18:04,5069,1,3,10,red,10,purple,15,"red
",NA,NA,NA
183,color,9,0,FALSE,FALSE,5,,,FALSE,big,attncheck,FALSE,10,red,toma,15,purple,7/6/2020,18:04,5069,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
183,color,10,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,10,red,toma,15,green,7/6/2020,18:04,5069,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
183,color,11,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,10,blue,toma,15,green,7/6/2020,18:04,5069,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
183,color,12,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,10,blue,toma,15,purple,7/6/2020,18:04,5069,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
183,color,13,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,10,red,toma,15,purple,7/6/2020,18:04,5069,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
188,color,1,4,TRUE,FALSE,0,1bluebig.jpg,1bluebig.jpg,TRUE,big,uniquetarget,TRUE,1,blue,gade,5,green,7/6/2020,19:54,12434,1,0,1,blue,5,green,5,"green
",NA,NA,NA
188,color,2,1,FALSE,TRUE,0,15redbig.jpg,stim-images/object12redbig.jpg,FALSE,big,contrast,TRUE,15,red,zorp,12,blue,7/6/2020,19:54,10115,2,3,15,blue,15,red,12,"red
",NA,NA,NA
188,color,3,2,TRUE,FALSE,0,9greenbig.jpg,9greenbig.jpg,TRUE,big,contrast,FALSE,9,green,sprock,14,red,7/6/2020,19:54,7303,3,2,9,red,14,green,9,"green
",NA,NA,NA
188,color,4,3,TRUE,FALSE,0,20redbig.jpg,20redbig.jpg,FALSE,big,uniquetarget,TRUE,20,red,toma,3,blue,7/6/2020,19:54,4798,1,0,20,red,3,blue,3,"blue
",NA,NA,NA
188,color,5,4,TRUE,FALSE,0,7redbig.jpg,7redbig.jpg,TRUE,big,uniquetarget,TRUE,7,red,koba,8,purple,7/6/2020,19:54,4449,2,0,8,purple,7,red,8,"purple
",NA,NA,NA
188,color,6,3,TRUE,FALSE,0,6redbig.jpg,6redbig.jpg,FALSE,big,uniquetarget,TRUE,6,red,blicket,10,blue,7/6/2020,19:54,8624,2,0,10,blue,6,red,10,"blue
",NA,NA,NA
188,color,7,2,FALSE,TRUE,0,16greenbig.jpg,stim-images/object4greenbig.jpg,TRUE,big,contrast,TRUE,16,green,wug,4,red,7/6/2020,19:54,5309,2,1,4,green,16,green,16,"red
",NA,NA,NA
188,color,8,1,FALSE,TRUE,0,11purplebig.jpg,stim-images/object19purplebig.jpg,FALSE,big,contrast,TRUE,11,purple,lomet,19,blue,7/6/2020,19:54,6714,3,2,11,blue,19,purple,11,"purple
",NA,NA,NA
188,color,9,0,FALSE,FALSE,5,,,FALSE,big,attncheck,FALSE,11,purple,lomet,19,blue,7/6/2020,19:54,6714,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
188,color,10,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,11,red,lomet,19,green,7/6/2020,19:54,6714,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
188,color,11,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,11,blue,lomet,19,green,7/6/2020,19:54,6714,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
188,color,12,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,11,blue,lomet,19,purple,7/6/2020,19:54,6714,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
188,color,13,0,TRUE,FALSE,5,,,FALSE,big,colorcheck,FALSE,11,red,lomet,19,purple,7/6/2020,19:54,6714,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
140,color,1,2,TRUE,FALSE,0,9purplebig.jpg,9purplebig.jpg,TRUE,big,contrast,FALSE,9,purple,blicket,20,blue,7/6/2020,20:08,11757,2,3,9,blue,9,purple,20,"purple
",NA,NA,NA
140,color,2,1,FALSE,FALSE,0,19greenbig.jpg,stim-images/object19purplebig.jpg,FALSE,big,contrast,FALSE,19,green,zorp,16,purple,7/6/2020,20:08,3767,3,1,16,green,19,purple,19,"green
",NA,NA,NA
140,color,3,3,TRUE,FALSE,0,10greenbig.jpg,10greenbig.jpg,FALSE,big,uniquetarget,TRUE,10,green,koba,8,blue,7/6/2020,20:08,2928,3,0,8,blue,8,blue,10,"green
",NA,NA,NA
140,color,4,2,TRUE,FALSE,0,7redbig.jpg,7redbig.jpg,TRUE,big,contrast,FALSE,7,red,toma,6,purple,7/6/2020,20:08,3567,1,3,7,red,7,purple,6,"red
",NA,NA,NA
140,color,5,4,TRUE,FALSE,0,15purplebig.jpg,15purplebig.jpg,TRUE,big,uniquetarget,TRUE,15,purple,wug,1,red,7/6/2020,20:08,3735,2,0,1,red,15,purple,1,"red
",NA,NA,NA
140,color,6,1,FALSE,FALSE,0,14purplebig.jpg,stim-images/object14greenbig.jpg,FALSE,big,contrast,FALSE,14,purple,sprock,5,green,7/6/2020,20:08,3525,2,1,5,purple,14,purple,14,"green
",NA,NA,NA
140,color,7,3,TRUE,FALSE,0,12redbig.jpg,12redbig.jpg,FALSE,big,uniquetarget,TRUE,12,red,lomet,17,blue,7/6/2020,20:08,4253,2,0,17,blue,12,red,17,"blue
",NA,NA,NA
140,color,8,4,TRUE,FALSE,0,4greenbig.jpg,4greenbig.jpg,TRUE,big,uniquetarget,TRUE,4,green,gade,2,red,7/6/2020,20:08,3875,2,0,2,red,4,green,2,"red
",NA,NA,NA
140,color,9,0,FALSE,FALSE,7,,,TRUE,big,attncheck,FALSE,4,green,gade,2,red,7/6/2020,20:08,3875,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
140,color,10,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,4,red,gade,2,green,7/6/2020,20:08,3875,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
140,color,11,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,4,blue,gade,2,green,7/6/2020,20:08,3875,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
140,color,12,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,4,blue,gade,2,purple,7/6/2020,20:08,3875,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
140,color,13,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,4,red,gade,2,purple,7/6/2020,20:08,3875,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
276,color,1,2,TRUE,FALSE,0,7redbig.jpg,7redbig.jpg,TRUE,big,contrast,FALSE,7,red,lomet,10,blue,7/6/2020,19:51,8562,1,2,7,red,10,red,7,"blue
",NA,NA,NA
276,color,2,1,FALSE,TRUE,0,16bluebig.jpg,stim-images/object12bluebig.jpg,FALSE,big,contrast,TRUE,16,blue,wug,12,red,7/6/2020,19:51,5243,3,1,12,blue,16,red,16,"blue
",NA,NA,NA
276,color,3,3,TRUE,FALSE,0,19redbig.jpg,19redbig.jpg,FALSE,big,uniquetarget,TRUE,19,red,sprock,20,purple,7/6/2020,19:51,6383,3,0,20,purple,20,purple,19,"red
",NA,NA,NA
276,color,4,1,FALSE,TRUE,0,9greenbig.jpg,stim-images/object1greenbig.jpg,FALSE,big,contrast,TRUE,9,green,gade,1,red,7/6/2020,19:51,4241,2,1,1,green,9,green,9,"red
",NA,NA,NA
276,color,5,3,TRUE,FALSE,0,11redbig.jpg,11redbig.jpg,FALSE,big,uniquetarget,TRUE,11,red,koba,8,green,7/6/2020,19:51,5714,1,0,11,red,8,green,8,"green
",NA,NA,NA
276,color,6,2,TRUE,FALSE,0,2purplebig.jpg,2purplebig.jpg,TRUE,big,contrast,FALSE,2,purple,zorp,6,green,7/6/2020,19:51,6062,1,2,2,purple,6,purple,2,"green
",NA,NA,NA
276,color,7,4,TRUE,FALSE,0,17bluebig.jpg,17bluebig.jpg,TRUE,big,uniquetarget,TRUE,17,blue,toma,15,green,7/6/2020,19:51,5507,1,0,17,blue,15,green,15,"green
",NA,NA,NA
276,color,8,4,TRUE,FALSE,0,18redbig.jpg,18redbig.jpg,TRUE,big,uniquetarget,TRUE,18,red,blicket,13,purple,7/6/2020,19:51,4362,3,0,13,purple,13,purple,18,"red
",NA,NA,NA
276,color,9,0,FALSE,FALSE,7,,,TRUE,big,attncheck,FALSE,18,red,blicket,13,purple,7/6/2020,19:51,4362,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
276,color,10,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,18,red,blicket,13,green,7/6/2020,19:51,4362,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
276,color,11,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,18,blue,blicket,13,green,7/6/2020,19:51,4362,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
276,color,12,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,18,blue,blicket,13,purple,7/6/2020,19:51,4362,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
276,color,13,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,18,red,blicket,13,purple,7/6/2020,19:51,4362,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
294,color,1,2,FALSE,FALSE,0,15greenbig.jpg,stim-images/object15purplebig.jpg,TRUE,big,contrast,FALSE,15,green,lomet,16,purple,7/6/2020,17:04,6164,3,2,15,purple,16,green,15,"green
",NA,NA,NA
294,color,2,1,TRUE,FALSE,0,11bluebig.jpg,11bluebig.jpg,FALSE,big,contrast,FALSE,11,blue,blicket,9,red,7/6/2020,17:04,6524,2,1,9,blue,11,blue,11,"red
",NA,NA,NA
294,color,3,3,TRUE,FALSE,0,5bluebig.jpg,5bluebig.jpg,FALSE,big,uniquetarget,TRUE,5,blue,sprock,18,green,7/6/2020,17:04,9117,1,0,5,blue,18,green,18,"green
",NA,NA,NA
294,color,4,3,TRUE,FALSE,0,7purplebig.jpg,7purplebig.jpg,FALSE,big,uniquetarget,TRUE,7,purple,gade,2,green,7/6/2020,17:04,10074,1,0,7,purple,2,green,2,"green
",NA,NA,NA
294,color,5,1,FALSE,TRUE,0,10bluebig.jpg,stim-images/object1bluebig.jpg,FALSE,big,contrast,TRUE,10,blue,toma,1,purple,7/6/2020,17:04,9894,3,2,10,purple,1,blue,10,"blue
",NA,NA,NA
294,color,6,4,FALSE,FALSE,0,14bluebig.jpg,stim-images/object6purplebig.jpg,TRUE,big,uniquetarget,FALSE,14,blue,wug,6,purple,7/6/2020,17:04,11246,1,0,14,blue,6,purple,6,"purple
",NA,NA,NA
294,color,7,4,TRUE,FALSE,0,4redbig.jpg,4redbig.jpg,TRUE,big,uniquetarget,TRUE,4,red,zorp,13,blue,7/6/2020,17:04,8641,3,0,13,blue,13,blue,4,"red
",NA,NA,NA
294,color,8,2,TRUE,FALSE,0,19greenbig.jpg,19greenbig.jpg,TRUE,big,contrast,FALSE,19,green,koba,3,purple,7/6/2020,17:04,9992,1,3,19,green,19,purple,3,"green
",NA,NA,NA
294,color,9,0,FALSE,FALSE,7,,,TRUE,big,attncheck,FALSE,19,green,koba,3,purple,7/6/2020,17:04,9992,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
294,color,10,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,19,red,koba,3,green,7/6/2020,17:04,9992,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
294,color,11,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,19,blue,koba,3,green,7/6/2020,17:04,9992,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
294,color,12,0,FALSE,FALSE,7,,,TRUE,big,colorcheck,FALSE,19,blue,koba,3,purple,7/6/2020,17:04,9992,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
294,color,13,0,TRUE,FALSE,7,,,TRUE,big,colorcheck,FALSE,19,red,koba,3,purple,7/6/2020,17:04,9992,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
48,color,1,1,TRUE,FALSE,0,13purplebig.jpg,13purplebig.jpg,FALSE,big,contrast,FALSE,13,purple,lomet,18,blue,7/6/2020,16:53,6070,3,1,18,purple,13,blue,13,"purple
",NA,NA,NA
48,color,2,1,FALSE,TRUE,0,2greenbig.jpg,stim-images/object4greenbig.jpg,FALSE,big,contrast,TRUE,2,green,toma,4,purple,7/6/2020,16:53,14762,2,3,2,purple,2,green,4,"green
",NA,NA,NA
48,color,3,2,FALSE,TRUE,0,5greenbig.jpg,stim-images/object10greenbig.jpg,TRUE,big,contrast,TRUE,5,green,gade,10,red,7/6/2020,16:53,4040,2,3,5,red,5,green,10,"green
",NA,NA,NA
48,color,4,4,TRUE,FALSE,0,14purplebig.jpg,14purplebig.jpg,TRUE,big,uniquetarget,TRUE,14,purple,wug,1,blue,7/6/2020,16:53,3361,2,0,1,blue,14,purple,1,"blue
",NA,NA,NA
48,color,5,4,TRUE,FALSE,0,16greenbig.jpg,16greenbig.jpg,TRUE,big,uniquetarget,TRUE,16,green,blicket,3,blue,7/6/2020,16:53,3008,2,0,3,blue,16,green,3,"blue
",NA,NA,NA
48,color,6,2,TRUE,FALSE,0,19greenbig.jpg,19greenbig.jpg,TRUE,big,contrast,FALSE,19,green,koba,7,purple,7/6/2020,16:53,3664,2,1,7,green,19,green,19,"purple
",NA,NA,NA
48,color,7,3,FALSE,FALSE,0,12redbig.jpg,stim-images/object8greenbig.jpg,FALSE,big,uniquetarget,FALSE,12,red,sprock,8,green,7/6/2020,16:53,4053,3,0,8,green,8,green,12,"red
",NA,NA,NA
48,color,8,3,TRUE,FALSE,0,9bluebig.jpg,9bluebig.jpg,FALSE,big,uniquetarget,TRUE,9,blue,zorp,17,green,7/6/2020,16:53,3188,2,0,17,green,9,blue,17,"green
",NA,NA,NA
48,color,9,0,FALSE,FALSE,4,,,FALSE,big,attncheck,FALSE,9,blue,zorp,17,green,7/6/2020,16:53,3188,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
48,color,10,0,TRUE,FALSE,4,,,FALSE,big,colorcheck,FALSE,9,red,zorp,17,green,7/6/2020,16:53,3188,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
48,color,11,0,TRUE,FALSE,4,,,FALSE,big,colorcheck,FALSE,9,blue,zorp,17,green,7/6/2020,16:53,3188,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
48,color,12,0,TRUE,FALSE,4,,,FALSE,big,colorcheck,FALSE,9,blue,zorp,17,purple,7/6/2020,16:53,3188,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
48,color,13,0,TRUE,FALSE,4,,,FALSE,big,colorcheck,FALSE,9,red,zorp,17,purple,7/6/2020,16:53,3188,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
180,color,1,1,FALSE,TRUE,0,11purplebig.jpg,stim-images/object17purplebig.jpg,FALSE,big,contrast,TRUE,11,purple,lomet,17,green,7/6/2020,19:23,59487,3,1,17,purple,11,green,11,"purple
",NA,NA,NA
180,color,2,3,FALSE,FALSE,0,13bluebig.jpg,stim-images/object16greenbig.jpg,FALSE,big,uniquetarget,FALSE,13,blue,koba,16,green,7/6/2020,19:23,24906,1,0,13,blue,16,green,16,"green
",NA,NA,NA
180,color,3,3,TRUE,FALSE,0,5bluebig.jpg,5bluebig.jpg,FALSE,big,uniquetarget,TRUE,5,blue,wug,6,purple,7/6/2020,19:23,3331,2,0,6,purple,5,blue,6,"purple
",NA,NA,NA
180,color,4,4,FALSE,FALSE,0,18purplebig.jpg,stim-images/object3bluebig.jpg,TRUE,big,uniquetarget,FALSE,18,purple,sprock,3,blue,7/6/2020,19:23,3062,3,0,3,blue,3,blue,18,"purple
",NA,NA,NA
180,color,5,1,FALSE,FALSE,0,12greenbig.jpg,stim-images/object12redbig.jpg,FALSE,big,contrast,FALSE,12,green,toma,9,red,7/6/2020,19:23,2997,2,3,12,red,12,green,9,"green
",NA,NA,NA
180,color,6,2,FALSE,TRUE,0,4redbig.jpg,stim-images/object14redbig.jpg,TRUE,big,contrast,TRUE,4,red,blicket,14,blue,7/6/2020,19:23,4812,2,1,14,red,4,red,4,"blue
",NA,NA,NA
180,color,7,4,FALSE,FALSE,0,20purplebig.jpg,stim-images/object2bluebig.jpg,TRUE,big,uniquetarget,FALSE,20,purple,zorp,2,blue,7/6/2020,19:23,56698,1,0,20,purple,2,blue,2,"blue
",NA,NA,NA
180,color,8,2,FALSE,FALSE,0,1purplebig.jpg,stim-images/object1greenbig.jpg,TRUE,big,contrast,FALSE,1,purple,gade,7,green,7/6/2020,19:23,3443,2,1,7,purple,1,purple,1,"green
",NA,NA,NA
180,color,9,0,FALSE,FALSE,2,,,TRUE,big,attncheck,FALSE,1,purple,gade,7,green,7/6/2020,19:23,3443,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
180,color,10,0,FALSE,FALSE,2,,,TRUE,big,colorcheck,FALSE,1,red,gade,7,green,7/6/2020,19:23,3443,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
180,color,11,0,TRUE,FALSE,2,,,TRUE,big,colorcheck,FALSE,1,blue,gade,7,green,7/6/2020,19:23,3443,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
180,color,12,0,FALSE,FALSE,2,,,TRUE,big,colorcheck,FALSE,1,blue,gade,7,purple,7/6/2020,19:23,3443,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
180,color,13,0,FALSE,FALSE,2,,,TRUE,big,colorcheck,FALSE,1,red,gade,7,purple,7/6/2020,19:23,3443,0,0,undefined,undefined,undefined,undefined,undefined,"undefined
",NA,NA,NA
205,size,1,7,TRUE,FALSE,0,17greensmall.jpg,17greensmall.jpg,FALSE,small,uniquetarget,TRUE,17,green,toma,12,None,7/6/2020,18:54,4876,3,0,12,NA,12,NA,17,NA,big,big,"small
"
205,size,2,1,FALSE,TRUE,0,11purplebig.jpg,stim-images/object3purplebig.jpg,FALSE,big,contrast,TRUE,11,purple,blicket,3,None,7/6/2020,18:54,3766,3,2,11,NA,3,NA,11,NA,small,big,"big
"
205,size,3,8,TRUE,FALSE,0,5greensmall.jpg,5greensmall.jpg,TRUE,small,uniquetarget,TRUE,5,green,wug,9,None,7/6/2020,18:54,5764,3,0,9,NA,9,NA,5,NA,big,big,"small
"
205,size,4,2,TRUE,FALSE,0,1purplebig.jpg,1purplebig.jpg,TRUE,big,contrast,FALSE,1,purple,gade,13,None,7/6/2020,18:54,4436,2,1,13,NA,1,NA,1,NA,big,big,"small
"
205,size,5,6,TRUE,FALSE,0,8purplebig.jpg,8purplebig.jpg,TRUE,big,uniquetarget,TRUE,8,purple,sprock,4,None,7/6/2020,18:54,4574,1,0,8,NA,4,NA,4,NA,big,small,"small
"
205,size,6,5,TRUE,FALSE,0,6purplebig.jpg,6purplebig.jpg,FALSE,big,uniquetarget,TRUE,6,purple,lomet,10,None,7/6/2020,18:54,4452,1,0,6,NA,10,NA,10,NA,big,small,"small
"
205,size,7,4,TRUE,FALSE,0,20purplesmall.jpg,20purplesmall.jpg,TRUE,small,contrast,FALSE,20,purple,koba,7,None,7/6/2020,18:54,3820,3,2,20,NA,7,NA,20,NA,big,small,"small
"
