subject,session,utt_id,noun,adj,prenominal,adj_stem,noun_stem,x1,x2,x3,x4,x5,mean_typ,article,noun_conc,noun_freq,age
22,1,228,car,red,TRUE,red,car,3,3,3,3,NA,3,a,4.89,2310,14
22,1,569,fire,hot,FALSE,hot,fire,7,7,7,6,NA,6.75,a,4.68,298,14
22,3,2444,card,red,FALSE,red,card,3,3,5,2,NA,3.25,a,4.9,852,22
22,4,3000,color,orange,TRUE,orang,color,3,7,3,3,NA,4,a,4.08,4028,26
22,4,3260,forest,dark,TRUE,dark,forest,4,6,3,4,NA,4.25,a,4.76,59,26
22,4,3339,mud,thick,FALSE,thick,mud,5,5,6,NA,NA,5.333333333333333,NA,4.86,132,26
22,4,3358,forest,dark,TRUE,dark,forest,4,6,3,4,NA,4.25,a,4.76,59,26
22,4,3417,bed,upstairs,FALSE,upstair,bed,3,5,3,6,NA,4.25,a,5,788,26
22,4,3563,box,green,TRUE,green,box,3,3,3,2,NA,2.75,a,4.9,1208,26
22,4,3565,top,green,FALSE,green,top,3,3,3,2,NA,2.75,a,3.93,1312,26
22,4,3565,box,green,FALSE,green,box,3,3,3,2,NA,2.75,a,4.9,1208,26
22,4,3573,box,green,TRUE,green,box,3,3,3,2,NA,2.75,a,4.9,1208,26
22,4,3805,box,green,TRUE,green,box,3,3,3,2,NA,2.75,a,4.9,1208,26
22,4,3813,top,green,FALSE,green,top,3,3,3,2,NA,2.75,a,3.93,1312,26
22,4,3813,box,green,FALSE,green,box,3,3,3,2,NA,2.75,a,4.9,1208,26
22,4,4382,top,green,FALSE,green,top,3,3,3,2,NA,2.75,a,3.93,1312,26
22,4,4382,box,green,FALSE,green,box,3,3,3,2,NA,2.75,a,4.9,1208,26
22,5,4556,eye,dark,TRUE,dark,ey,3,4,3,5,NA,3.75,an,4.9,1216,30
22,5,4703,air,hot,TRUE,hot,air,3,4,4,4,NA,3.75,NA,4.11,259,30
22,5,4712,air,hot,FALSE,hot,air,3,4,4,4,NA,3.75,NA,4.11,259,30
22,5,4723,tunnel,dark,FALSE,dark,tunnel,5,3,5,5,NA,4.5,a,4.82,212,30
22,5,4726,air,hot,TRUE,hot,air,3,4,4,4,NA,3.75,NA,4.11,259,30
22,5,4776,tail,curly,TRUE,curli,tail,2,5,3,3,NA,3.25,a,4.96,375,30
22,5,4777,tail,curly,TRUE,curli,tail,2,5,3,3,NA,3.25,a,4.96,375,30
22,5,4805,phone,pink,TRUE,pink,phone,3,3,2,4,NA,3,a,4.86,601,30
22,5,5113,color,green,FALSE,green,color,3,3,5,5,NA,4,a,4.08,4028,30
22,5,5134,cap,pink,FALSE,pink,cap,2,3,5,NA,NA,3.3333333333333335,a,4.59,171,30
22,5,5136,basement,pink,FALSE,pink,basement,1,2,1,2,NA,1.5,a,4.89,113,30
22,5,5236,table,wet,FALSE,wet,tabl,3,2,2,3,NA,2.5,a,4.9,1375,30
22,6,5616,light,red,TRUE,red,light,3,5,3,3,NA,3.5,a,4.21,768,34
22,6,5654,foot,wet,TRUE,wet,foot,3,3,3,3,NA,3,a,4.9,1572,34
22,6,5709,wedding,teal,FALSE,teal,wed,2,5,3,2,NA,3,a,3.92,31,34
22,6,5831,leg,red,FALSE,red,leg,1,1,1,6,NA,2.25,a,4.83,774,34
22,6,5873,chicken,rubber,TRUE,rubber,chicken,3,2,2,NA,NA,2.3333333333333335,a,4.8,594,34
22,6,6140,orange,orange,FALSE,orang,orang,7,3,6,6,NA,5.5,an,4.66,1195,34
22,6,6140,orange,orange,FALSE,orang,orang,7,3,6,6,NA,5.5,an,4.66,1195,34
22,6,6140,ark,orange,FALSE,orang,ark,2,2,3,2,NA,2.25,an,4.67,18,34
22,6,6265,ark,purple,FALSE,purpl,ark,2,1,1,2,NA,1.5,an,4.67,18,34
22,6,6271,ark,purple,TRUE,purpl,ark,2,1,1,2,NA,1.5,an,4.67,18,34
22,6,6322,color,teal,FALSE,teal,color,2,3,2,3,NA,2.5,a,4.08,4028,34
22,6,6322,color,green,FALSE,green,color,3,3,5,5,NA,4,a,4.08,4028,34
22,6,6411,food,upstairs,FALSE,upstair,food,3,1,2,4,NA,2.5,NA,4.8,906,34
22,6,6422,shelf,bottom,FALSE,bottom,shelf,3,5,3,2,NA,3.25,a,4.96,89,34
22,6,6521,water,dirty,TRUE,dirti,water,5,3,5,2,NA,3.75,NA,5,2636,34
22,7,7065,tongue,hot,FALSE,hot,tongu,2,2,3,2,NA,2.25,a,4.93,154,38
22,7,7317,phone,light,FALSE,light,phone,5,5,6,NA,NA,5.333333333333333,a,4.86,601,38
22,7,7339,sweet,salty,FALSE,salti,sweet,3,5,3,3,NA,3.5,a,4,455,38
22,7,7348,sweet,salty,FALSE,salti,sweet,3,5,3,3,NA,3.5,a,4,455,38
22,8,7911,cover,sweaty,FALSE,sweati,cover,3,3,3,1,NA,2.5,a,4.23,406,42
22,9,8617,board,flat,FALSE,flat,board,4,6,4,2,NA,4,a,4.57,171,46
22,9,8817,tire,flat,TRUE,flat,tire,3,2,3,3,NA,2.75,a,5,960,46
22,10,9787,shirt,orange,TRUE,orang,shirt,3,3,3,3,NA,3,a,4.94,699,50
22,10,10243,egg,round,FALSE,round,egg,2,1,5,7,NA,3.75,an,4.97,833,50
22,11,11063,day,sunny,TRUE,sunni,dai,5,5,4,3,NA,4.25,a,3.92,1211,54
22,11,11096,sheep,woolly,TRUE,woolli,sheep,6,7,3,5,NA,5.25,a,4.9,240,54
22,11,11096,head,woolly,FALSE,woolli,head,2,1,3,2,NA,2,a,4.75,1340,54
22,11,11104,sheep,woolly,TRUE,woolli,sheep,6,7,3,5,NA,5.25,a,4.9,240,54
22,11,11104,head,woolly,FALSE,woolli,head,2,1,3,2,NA,2,a,4.75,1340,54
22,11,11117,book,flat,FALSE,flat,book,6,2,4,5,NA,4.25,a,4.9,3761,54
22,12,12177,sand,limp,FALSE,limp,sand,2,1,1,NA,NA,1.3333333333333333,NA,5,287,58
22,12,12177,sheep,limp,FALSE,limp,sheep,3,3,2,2,NA,2.5,a,4.9,240,58
22,12,12210,sheep,sandy,FALSE,sandi,sheep,2,1,2,NA,NA,1.6666666666666667,a,4.9,240,58
22,12,12210,cookie,sandy,FALSE,sandi,cooki,2,2,1,2,NA,1.75,a,5,1280,58
22,12,12210,apricot,sandy,FALSE,sandi,apricot,2,1,2,NA,NA,1.6666666666666667,an,4.97,11,58
22,12,12217,sheep,wet,FALSE,wet,sheep,3,3,3,3,NA,3,a,4.9,240,58
22,12,12326,stool,wooden,TRUE,wooden,stool,3,5,NA,NA,NA,4,a,4.9,74,58
22,12,12326,piece,wooden,FALSE,wooden,piec,5,3,3,3,NA,3.5,a,4.14,2330,58
22,12,12326,wood,wooden,FALSE,wooden,wood,7,6,7,7,NA,6.75,NA,4.85,75,58
22,12,12326,hand,wooden,FALSE,wooden,hand,2,2,2,1,NA,1.75,a,4.72,3146,58
22,12,12409,water,hot,TRUE,hot,water,6,5,5,4,NA,5,NA,5,2636,58
24,1,13107,hat,green,TRUE,green,hat,3,3,2,3,NA,2.75,a,4.88,886,14
24,1,13314,star,yellow,TRUE,yellow,star,5,3,3,6,NA,4.25,a,4.69,662,14
24,1,13315,star,yellow,TRUE,yellow,star,5,3,3,6,NA,4.25,a,4.69,662,14
24,1,13697,sun,sunny,FALSE,sunni,sun,7,7,7,7,NA,7,a,4.83,424,14
24,2,14539,bear,brown,TRUE,brown,bear,6,5,3,6,NA,5,a,4.88,1182,18
24,2,14539,bear,brown,TRUE,brown,bear,6,5,3,6,NA,5,a,4.88,1182,18
24,2,14541,bear,brown,TRUE,brown,bear,6,5,3,6,NA,5,a,4.88,1182,18
24,2,14541,bear,brown,TRUE,brown,bear,6,5,3,6,NA,5,a,4.88,1182,18
24,2,14542,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,2,14543,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,2,14543,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,2,14544,duck,yellow,TRUE,yellow,duck,6,3,5,6,NA,5,a,4.86,691,18
24,2,14545,duck,yellow,TRUE,yellow,duck,6,3,5,6,NA,5,a,4.86,691,18
24,2,14545,duck,yellow,TRUE,yellow,duck,6,3,5,6,NA,5,a,4.86,691,18
24,2,14554,frog,green,TRUE,green,frog,6,6,7,NA,NA,6.333333333333333,a,5,513,18
24,2,14555,frog,green,TRUE,green,frog,6,6,7,NA,NA,6.333333333333333,a,5,513,18
24,2,14555,frog,green,TRUE,green,frog,6,6,7,NA,NA,6.333333333333333,a,5,513,18
24,2,14556,cat,purple,TRUE,purpl,cat,2,1,1,1,NA,1.25,a,4.86,966,18
24,2,14557,cat,purple,TRUE,purpl,cat,2,1,1,1,NA,1.25,a,4.86,966,18
24,2,14557,cat,purple,TRUE,purpl,cat,2,1,1,1,NA,1.25,a,4.86,966,18
24,2,14565,bear,brown,TRUE,brown,bear,6,5,3,6,NA,5,a,4.88,1182,18
24,2,14565,bear,red,FALSE,red,bear,1,1,2,4,NA,2,a,4.88,1182,18
24,2,14565,bear,yellow,FALSE,yellow,bear,1,1,2,5,NA,2.25,a,4.88,1182,18
24,2,14565,bear,green,FALSE,green,bear,5,1,1,1,NA,2,a,4.88,1182,18
24,2,14565,bear,purple,FALSE,purpl,bear,1,1,1,NA,NA,1,a,4.88,1182,18
24,2,14565,bird,brown,FALSE,brown,bird,5,3,3,3,NA,3.5,a,5,1051,18
24,2,14565,bird,red,FALSE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,2,14565,bird,yellow,FALSE,yellow,bird,3,3,3,3,NA,3,a,5,1051,18
24,2,14565,bird,green,FALSE,green,bird,2,2,2,5,NA,2.75,a,5,1051,18
24,2,14565,bird,purple,FALSE,purpl,bird,2,3,1,2,NA,2,a,5,1051,18
24,2,14565,duck,brown,FALSE,brown,duck,4,4,3,5,NA,4,a,4.86,691,18
24,2,14565,duck,red,FALSE,red,duck,1,2,2,3,NA,2,a,4.86,691,18
24,2,14565,duck,yellow,FALSE,yellow,duck,6,3,5,6,NA,5,a,4.86,691,18
24,2,14565,duck,purple,FALSE,purpl,duck,1,1,1,1,NA,1,a,4.86,691,18
24,2,14565,horse,brown,FALSE,brown,hors,4,5,5,5,NA,4.75,a,5,767,18
24,2,14565,horse,red,FALSE,red,hors,1,1,2,1,NA,1.25,a,5,767,18
24,2,14565,horse,yellow,FALSE,yellow,hors,1,1,2,NA,NA,1.3333333333333333,a,5,767,18
24,2,14565,horse,green,FALSE,green,hors,1,1,1,1,NA,1,a,5,767,18
24,2,14565,horse,purple,FALSE,purpl,hors,1,1,1,1,NA,1,a,5,767,18
24,2,14565,frog,brown,FALSE,brown,frog,2,3,5,NA,NA,3.3333333333333335,a,5,513,18
24,2,14565,frog,red,FALSE,red,frog,5,2,2,2,NA,2.75,a,5,513,18
24,2,14565,frog,yellow,FALSE,yellow,frog,2,3,1,4,NA,2.5,a,5,513,18
24,2,14565,frog,green,FALSE,green,frog,6,6,7,NA,NA,6.333333333333333,a,5,513,18
24,2,14565,frog,purple,FALSE,purpl,frog,2,2,2,1,NA,1.75,a,5,513,18
24,2,14565,cat,brown,FALSE,brown,cat,3,4,4,NA,NA,3.6666666666666665,a,4.86,966,18
24,2,14565,cat,red,FALSE,red,cat,2,2,2,NA,NA,2,a,4.86,966,18
24,2,14565,cat,yellow,FALSE,yellow,cat,1,3,5,3,NA,3,a,4.86,966,18
24,2,14565,cat,green,FALSE,green,cat,1,1,3,NA,NA,1.6666666666666667,a,4.86,966,18
24,2,14565,cat,purple,FALSE,purpl,cat,2,1,1,1,NA,1.25,a,4.86,966,18
24,2,14565,sheep,brown,FALSE,brown,sheep,5,4,3,2,NA,3.5,a,4.9,240,18
24,2,14565,sheep,red,FALSE,red,sheep,1,1,1,1,1,1,a,4.9,240,18
24,2,14565,sheep,yellow,FALSE,yellow,sheep,1,2,1,2,NA,1.5,a,4.9,240,18
24,2,14565,sheep,green,FALSE,green,sheep,2,1,1,1,NA,1.25,a,4.9,240,18
24,2,14565,sheep,purple,FALSE,purpl,sheep,1,1,1,1,NA,1,a,4.9,240,18
24,2,14565,goldfish,brown,FALSE,brown,goldfish,5,2,3,3,1,2.8,a,4.79,74,18
24,2,14565,goldfish,red,FALSE,red,goldfish,3,3,1,1,NA,2,a,4.79,74,18
24,2,14565,goldfish,yellow,FALSE,yellow,goldfish,6,2,5,NA,NA,4.333333333333333,a,4.79,74,18
24,2,14565,goldfish,green,FALSE,green,goldfish,1,2,2,1,NA,1.5,a,4.79,74,18
24,2,14565,goldfish,purple,FALSE,purpl,goldfish,2,1,2,1,NA,1.5,a,4.79,74,18
24,2,14567,frog,green,TRUE,green,frog,6,6,7,NA,NA,6.333333333333333,a,5,513,18
24,2,14586,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,2,14661,goldfish,red,FALSE,red,goldfish,3,3,1,1,NA,2,a,4.79,74,18
24,2,14661,goldfish,green,FALSE,green,goldfish,1,2,2,1,NA,1.5,a,4.79,74,18
24,2,14661,goldfish,purple,FALSE,purpl,goldfish,2,1,2,1,NA,1.5,a,4.79,74,18
24,2,14662,bear,brown,TRUE,brown,bear,6,5,3,6,NA,5,a,4.88,1182,18
24,2,14662,bear,brown,TRUE,brown,bear,6,5,3,6,NA,5,a,4.88,1182,18
24,2,14663,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,2,14665,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,2,14665,bird,red,TRUE,red,bird,2,3,3,2,NA,2.5,a,5,1051,18
24,3,14786,moon,bright,FALSE,bright,moon,5,5,5,NA,NA,5,a,4.9,298,22
24,3,14788,duck,rubber,TRUE,rubber,duck,3,5,3,3,NA,3.5,a,4.86,691,22
24,3,14815,bed,dark,FALSE,dark,bed,5,3,4,NA,NA,4,a,5,788,22
24,3,14822,spider,purple,TRUE,purpl,spider,2,1,2,NA,NA,1.6666666666666667,a,4.97,358,22
24,3,14883,bear,fuzzy,FALSE,fuzzi,bear,6,5,5,6,NA,5.5,a,4.88,1182,22
24,3,14883,brown,fuzzy,FALSE,fuzzi,brown,2,3,3,3,NA,2.75,a,4.48,528,22
24,3,14953,zoo,bright,FALSE,bright,zoo,3,1,5,2,NA,2.75,a,4.81,254,22
24,3,15057,frog,orange,TRUE,orang,frog,1,2,1,3,3,2,a,5,513,22
24,3,15094,horse,pink,TRUE,pink,hors,1,1,1,3,NA,1.5,a,5,767,22
24,3,15112,ear,pink,FALSE,pink,ear,3,3,4,2,NA,3,an,5,606,22
24,3,15213,duck,rubber,TRUE,rubber,duck,3,5,3,3,NA,3.5,a,4.86,691,22
24,3,15215,duck,rubber,FALSE,rubber,duck,3,5,3,3,NA,3.5,a,4.86,691,22
24,3,15216,duck,rubber,TRUE,rubber,duck,3,5,3,3,NA,3.5,a,4.86,691,22
24,3,15231,duck,rubber,TRUE,rubber,duck,3,5,3,3,NA,3.5,a,4.86,691,22
24,4,15478,star,yellow,TRUE,yellow,star,5,3,3,6,NA,4.25,a,4.69,662,26
24,4,15564,fish,orange,TRUE,orang,fish,4,3,3,3,NA,3.25,a,5,1318,26
24,4,15566,fish,orange,TRUE,orang,fish,4,3,3,3,NA,3.25,a,5,1318,26
24,4,15739,head,hot,FALSE,hot,head,3,3,3,4,NA,3.25,a,4.75,1340,26
24,4,15739,towel,hot,FALSE,hot,towel,5,3,3,2,NA,3.25,a,4.86,245,26
24,4,15739,head,hot,FALSE,hot,head,3,3,3,4,NA,3.25,a,4.75,1340,26
24,5,16712,potato,sweet,TRUE,sweet,potato,2,3,3,3,NA,2.75,a,4.85,206,30
24,5,16713,potato,sweet,TRUE,sweet,potato,2,3,3,3,NA,2.75,a,4.85,206,30
24,5,17036,mouse,purple,TRUE,purpl,mous,1,1,1,2,NA,1.25,a,4.83,388,30
24,5,17364,tea,orange,FALSE,orang,tea,3,3,4,2,NA,3,NA,4.69,278,30
24,5,17373,carrot,green,FALSE,green,carrot,1,1,1,3,NA,1.5,a,5,297,30
24,6,17768,letter,cursive,TRUE,cursiv,letter,3,4,3,5,NA,3.75,a,4.7,1571,34
24,6,17922,basket,red,TRUE,red,basket,1,2,3,3,NA,2.25,a,5,292,34
24,6,17922,tricycle,red,FALSE,red,tricycl,3,2,3,6,NA,3.5,a,4.68,23,34
24,6,17929,tricycle,red,TRUE,red,tricycl,3,2,3,6,NA,3.5,a,4.68,23,34
24,7,18395,star,pink,TRUE,pink,star,2,2,2,2,NA,2,a,4.69,662,38
24,7,18396,star,pink,TRUE,pink,star,2,2,2,2,NA,2,a,4.69,662,38
24,7,18403,star,pink,TRUE,pink,star,2,2,2,2,NA,2,a,4.69,662,38
24,7,18403,circle,pink,FALSE,pink,circl,2,3,2,3,NA,2.5,a,4.44,974,38
24,7,18426,heart,pink,TRUE,pink,heart,3,5,2,6,NA,4,a,4.52,296,38
24,7,18547,yellow,dark,FALSE,dark,yellow,7,3,4,NA,NA,4.666666666666667,a,4.3,1786,38
24,7,19351,stitch,flat,FALSE,flat,stitch,3,5,3,3,NA,3.5,a,4.32,44,38
24,7,19390,diamond,purple,TRUE,purpl,diamond,1,3,1,2,NA,1.75,a,4.89,66,38
24,7,19390,bus,purple,FALSE,purpl,bu,2,6,2,NA,NA,3.3333333333333335,a,4.9,517,38
24,7,19392,bus,orange,FALSE,orang,bu,3,2,5,2,NA,3,a,4.9,517,38
24,7,19620,milk,orange,FALSE,orang,milk,1,1,1,1,NA,1,NA,4.92,1047,38
24,7,19621,milk,orange,FALSE,orang,milk,1,1,1,1,NA,1,NA,4.92,1047,38
24,8,19863,shirt,pink,TRUE,pink,shirt,2,3,3,3,NA,2.75,a,4.94,699,42
24,8,19900,green,dark,TRUE,dark,green,4,4,3,5,NA,4,a,4.07,2057,42
24,8,20029,finger,dirty,FALSE,dirti,finger,3,3,4,NA,NA,3.3333333333333335,a,5,879,42
24,8,20031,color,dirty,FALSE,dirti,color,3,2,3,3,NA,2.75,a,4.08,4028,42
24,8,20032,finger,orange,FALSE,orang,finger,2,2,1,1,NA,1.5,a,5,879,42
24,8,20032,color,orange,FALSE,orang,color,3,7,3,3,NA,4,a,4.08,4028,42
24,8,20032,orange,orange,TRUE,orang,orang,7,3,6,6,NA,5.5,an,4.66,1195,42
24,8,20032,orange,orange,TRUE,orang,orang,7,3,6,6,NA,5.5,an,4.66,1195,42
24,8,20057,finger,orange,FALSE,orang,finger,2,2,1,1,NA,1.5,a,5,879,42
24,8,20089,green,dark,TRUE,dark,green,4,4,3,5,NA,4,a,4.07,2057,42
24,8,20092,green,dark,TRUE,dark,green,4,4,3,5,NA,4,a,4.07,2057,42
24,8,20100,green,dark,TRUE,dark,green,4,4,3,5,NA,4,a,4.07,2057,42
24,8,20285,picture,green,FALSE,green,pictur,4,3,2,NA,NA,3,a,4.52,2025,42
24,8,20293,box,green,FALSE,green,box,3,3,3,2,NA,2.75,a,4.9,1208,42
24,8,20361,leave,green,FALSE,green,leav,6,6,5,3,NA,5,a,2.53,2079,42
24,8,20952,eye,purple,FALSE,purpl,ey,2,1,1,NA,NA,1.3333333333333333,an,4.9,1216,42
24,8,20953,eye,purple,TRUE,purpl,ey,2,1,1,NA,NA,1.3333333333333333,an,4.9,1216,42
24,8,20978,eyebrow,brown,TRUE,brown,eyebrow,5,5,5,5,NA,5,an,4.85,29,42
24,8,20979,beard,brown,TRUE,brown,beard,3,5,5,3,NA,4,a,4.96,43,42
24,8,20988,beard,green,TRUE,green,beard,1,1,2,2,NA,1.5,a,4.96,43,42
24,8,21091,scooter,pink,TRUE,pink,scooter,3,2,3,3,NA,2.75,a,4.96,69,42
24,8,21194,scissor,purple,TRUE,purpl,scissor,2,2,3,3,NA,2.5,a,4.9,270,42
24,9,21389,flamingo,pink,FALSE,pink,flamingo,7,6,7,NA,NA,6.666666666666667,a,4.81,88,46
24,9,21560,color,orange,FALSE,orang,color,3,7,3,3,NA,4,a,4.08,4028,46
24,9,21563,feather,pink,FALSE,pink,feather,3,2,3,3,NA,2.75,a,4.9,69,46
24,9,21729,paper,flat,FALSE,flat,paper,4,5,7,5,NA,5.25,a,4.93,1084,46
24,10,23202,clock,round,TRUE,round,clock,6,4,4,NA,NA,4.666666666666667,a,5,248,50
24,10,23203,clock,round,TRUE,round,clock,6,4,4,NA,NA,4.666666666666667,a,5,248,50
24,10,23646,star,red,TRUE,red,star,2,3,3,3,NA,2.75,a,4.69,662,50
24,10,23702,piece,yellow,FALSE,yellow,piec,3,3,2,3,NA,2.75,a,4.14,2330,50
24,10,23702,fish,yellow,FALSE,yellow,fish,4,3,3,3,NA,3.25,a,5,1318,50
24,10,23738,guy,yellow,TRUE,yellow,gui,1,3,3,1,NA,2,a,4.68,2618,50
24,10,23761,piece,red,FALSE,red,piec,6,3,3,3,NA,3.75,a,4.14,2330,50
24,10,23783,piece,red,FALSE,red,piec,6,3,3,3,NA,3.75,a,4.14,2330,50
24,10,23783,fish,red,FALSE,red,fish,3,3,3,7,NA,4,a,5,1318,50
24,11,24035,rose,sweet,FALSE,sweet,rose,3,3,3,3,NA,3,a,4.9,56,54
24,11,24035,garden,sweet,FALSE,sweet,garden,3,3,4,3,NA,3.25,a,4.73,125,54
24,11,24036,bush,rose,TRUE,rose,bush,3,3,5,3,NA,3.5,a,4.9,73,54
24,11,24054,land,green,TRUE,green,land,5,6,3,6,NA,5,a,4.57,177,54
24,11,24060,leave,thick,FALSE,thick,leav,2,1,3,2,NA,2,a,2.53,2079,54
24,11,24060,leg,thick,FALSE,thick,leg,7,3,3,3,NA,4,a,4.83,774,54
24,11,24060,leg,dark,FALSE,dark,leg,5,4,4,5,NA,4.5,a,4.83,774,54
24,11,24069,wing,yellow,TRUE,yellow,wing,2,3,2,2,NA,2.25,a,4.86,122,54
24,11,24070,stick,brown,TRUE,brown,stick,6,5,5,4,NA,5,a,4.59,1711,54
24,11,24072,stick,giant,FALSE,giant,stick,3,3,3,3,NA,3,a,4.59,1711,54
24,11,24072,lid,giant,FALSE,giant,lid,4,2,3,3,NA,3,a,4.96,194,54
24,11,24076,leg,giant,FALSE,giant,leg,3,3,2,2,NA,2.5,a,4.83,774,54
24,11,24076,creature,giant,FALSE,giant,creatur,3,2,3,5,NA,3.25,a,4.07,16,54
24,11,24090,wind,purple,FALSE,purpl,wind,1,1,1,1,NA,1,a,3.93,187,54
24,11,24090,bud,purple,FALSE,purpl,bud,3,3,3,4,NA,3.25,a,4.48,309,54
24,11,24091,bush,rose,TRUE,rose,bush,3,3,5,3,NA,3.5,a,4.9,73,54
24,11,24095,bug,purple,TRUE,purpl,bug,1,6,3,1,NA,2.75,a,5,548,54
24,11,24095,bug,slippery,FALSE,slipperi,bug,2,3,1,2,NA,2,a,5,548,54
24,11,24095,ground,purple,FALSE,purpl,ground,1,1,3,1,NA,1.5,NA,4.77,275,54
24,11,24095,ground,slippery,FALSE,slipperi,ground,3,3,3,3,NA,3,NA,4.77,275,54
24,11,24101,hill,brown,TRUE,brown,hill,4,4,4,3,NA,3.75,a,4.93,114,54
24,11,24106,beach,brown,FALSE,brown,beach,3,6,6,3,NA,4.5,a,4.79,117,54
24,11,24106,leave,brown,FALSE,brown,leav,5,5,4,4,NA,4.5,a,2.53,2079,54
24,11,24106,ant,brown,FALSE,brown,ant,5,6,5,NA,NA,5.333333333333333,an,4.86,226,54
24,11,24106,clump,brown,FALSE,brown,clump,2,6,NA,NA,NA,4,a,4,22,54
24,11,24119,flower,red,FALSE,red,flower,3,3,4,3,NA,3.25,a,5,783,54
24,11,24525,dog,red,TRUE,red,dog,2,3,2,NA,NA,2.3333333333333335,a,4.85,2033,54
24,11,24537,dog,red,TRUE,red,dog,2,3,2,NA,NA,2.3333333333333335,a,4.85,2033,54
24,11,24560,dog,red,TRUE,red,dog,2,3,2,NA,NA,2.3333333333333335,a,4.85,2033,54
24,11,24626,boat,yellow,TRUE,yellow,boat,3,3,3,3,NA,3,a,4.93,386,54
24,11,24649,paint,yellow,TRUE,yellow,paint,2,5,3,3,NA,3.25,NA,4.79,570,54
24,12,24976,game,dark,FALSE,dark,game,3,3,4,2,NA,3,a,4.5,1594,58
24,12,24976,board,dark,FALSE,dark,board,3,4,6,4,NA,4.25,a,4.57,171,58
24,12,24976,board,red,FALSE,red,board,3,2,5,3,NA,3.25,a,4.57,171,58
24,12,24976,letter,dark,FALSE,dark,letter,2,3,4,NA,NA,3,a,4.7,1571,58
24,12,24976,letter,red,FALSE,red,letter,1,3,5,3,NA,3,a,4.7,1571,58
24,12,24976,dot,dark,FALSE,dark,dot,3,5,5,4,NA,4.25,a,4.12,283,58
24,12,24976,dot,red,FALSE,red,dot,3,4,5,NA,NA,4,a,4.12,283,58
24,12,25379,plate,hot,FALSE,hot,plate,4,5,3,4,NA,4,a,4.77,344,58
24,12,25379,macaroni,hot,FALSE,hot,macaroni,3,5,5,3,NA,4,NA,4.97,76,58
24,12,25674,rose,pink,TRUE,pink,rose,5,3,5,3,NA,4,a,4.9,56,58
24,12,25675,heart,red,TRUE,red,heart,6,4,7,6,NA,5.75,a,4.52,296,58
25,2,26941,car,yellow,TRUE,yellow,car,2,2,3,2,NA,2.25,a,4.89,2310,18
25,2,26993,car,green,TRUE,green,car,3,5,3,3,NA,3.5,a,4.89,2310,18
25,2,27019,car,yellow,FALSE,yellow,car,2,2,3,2,NA,2.25,a,4.89,2310,18
25,2,27047,car,yellow,TRUE,yellow,car,2,2,3,2,NA,2.25,a,4.89,2310,18
25,3,28484,floor,orange,FALSE,orang,floor,2,3,1,2,2,2,a,4.8,1055,22
25,5,29832,hair,red,TRUE,red,hair,3,3,2,3,NA,2.75,a,4.97,1225,30
25,5,29847,hair,red,TRUE,red,hair,3,3,2,3,NA,2.75,a,4.97,1225,30
25,6,30766,milk,yellow,TRUE,yellow,milk,1,3,1,1,NA,1.5,NA,4.92,1047,34
25,6,30768,milk,red,TRUE,red,milk,1,1,1,1,NA,1,NA,4.92,1047,34
25,6,30770,milk,yellow,TRUE,yellow,milk,1,3,1,1,NA,1.5,NA,4.92,1047,34
25,7,31464,nose,fuzzy,FALSE,fuzzi,nose,2,2,3,2,NA,2.25,a,4.89,1290,38
25,7,31992,hat,purple,FALSE,purpl,hat,3,3,4,3,NA,3.25,a,4.88,886,38
25,7,31993,hat,purple,FALSE,purpl,hat,3,3,4,3,NA,3.25,a,4.88,886,38
25,7,32081,bat,purple,TRUE,purpl,bat,1,2,2,2,NA,1.75,a,5,176,38
25,8,32364,hair,curly,TRUE,curli,hair,3,3,3,4,NA,3.25,a,4.97,1225,42
25,8,32366,hair,curly,TRUE,curli,hair,3,3,3,4,NA,3.25,a,4.97,1225,42
25,8,32674,hair,blond,TRUE,blond,hair,4,3,4,3,NA,3.5,a,4.97,1225,42
25,8,33628,suit,wet,FALSE,wet,suit,3,3,2,3,NA,2.75,a,4.97,102,42
25,9,34578,stripe,green,TRUE,green,stripe,2,2,3,3,NA,2.5,a,4.72,71,46
25,9,34873,water,purple,TRUE,purpl,water,2,1,1,1,NA,1.25,NA,5,2636,46
25,9,35129,sand,wet,FALSE,wet,sand,1,5,4,5,NA,3.75,NA,5,287,46
25,10,35533,apple,green,FALSE,green,appl,3,3,6,3,NA,3.75,an,5,800,50
25,12,36669,floor,dirty,FALSE,dirti,floor,3,3,4,NA,NA,3.3333333333333335,a,4.8,1055,58
27,1,36982,duck,yellow,TRUE,yellow,duck,6,3,5,6,NA,5,a,4.86,691,14
27,1,37324,duck,yellow,TRUE,yellow,duck,6,3,5,6,NA,5,a,4.86,691,14
27,1,37622,heart,red,TRUE,red,heart,6,4,7,6,NA,5.75,a,4.52,296,14
