adj,noun,type,n,x1,x2,x3,x4,x5,mean_typ,noun_conc
dirty,plant,news,14,6,4,2,3,NA,3.75,4.76
dirty,spot,fic,17,5,3,6,5,NA,4.75,4.21
dirty,table,fic,88,3,3,4,NA,NA,3.3333333333333335,4.9
dirty,table,mag,20,3,3,4,NA,NA,3.3333333333333335,4.9
dirty,table,news,10,3,3,4,NA,NA,3.3333333333333335,4.9
flat,house,fic,45,2,1,1,2,NA,1.5,5
flat,house,mag,13,2,1,1,2,NA,1.5,5
fuzzy,hair,fic,42,2,3,3,3,NA,2.75,4.97
fuzzy,hair,mag,13,2,3,3,3,NA,2.75,4.97
green,bulb,fic,17,NA,NA,NA,NA,NA,NA,NA
green,bulb,mag,24,NA,NA,NA,NA,NA,NA,NA
green,cake,mag,50,3,3,2,3,NA,2.75,4.81
green,cake,news,11,3,3,2,3,NA,2.75,4.81
green,candle,fic,18,3,3,2,3,NA,2.75,4.86
green,carrot,fic,20,1,1,1,3,NA,1.5,5
green,carrot,mag,175,1,1,1,3,NA,1.5,5
green,carrot,news,94,1,1,1,3,NA,1.5,5
green,earth,acad,16,4,4,7,4,NA,4.75,4.8
green,earth,fic,46,4,4,7,4,NA,4.75,4.8
green,earth,mag,49,4,4,7,4,NA,4.75,4.8
green,earth,news,28,4,4,7,4,NA,4.75,4.8
green,earth,spok,13,4,4,7,4,NA,4.75,4.8
green,hair,fic,199,2,3,2,3,NA,2.5,4.97
green,hair,mag,39,2,3,2,3,NA,2.5,4.97
green,hair,news,25,2,3,2,3,NA,2.5,4.97
green,sock,fic,13,NA,NA,NA,NA,NA,NA,NA
green,sock,news,11,NA,NA,NA,NA,NA,NA,NA
green,yogurt,mag,12,2,2,2,2,NA,2,4.9
hot,cake,fic,27,4,3,2,3,NA,3,4.81
hot,cake,mag,94,4,3,2,3,NA,3,4.81
hot,cake,news,57,4,3,2,3,NA,3,4.81
hot,cake,spok,13,4,3,2,3,NA,3,4.81
hot,jeans,fic,29,1,3,3,2,NA,2.25,5
hot,jeans,mag,20,1,3,3,2,NA,2.25,5
light,car,fic,20,5,1,3,4,NA,3.25,4.89
light,car,mag,41,5,1,3,4,NA,3.25,4.89
light,car,news,18,5,1,3,4,NA,3.25,4.89
light,car,spok,10,5,1,3,4,NA,3.25,4.89
naked,phone,fic,20,1,2,2,3,NA,2,4.86
pink,beer,fic,13,NA,NA,NA,NA,NA,NA,NA
pink,block,fic,10,6,2,2,2,NA,3,4.48
pink,boat,fic,13,NA,NA,NA,NA,NA,NA,NA
pink,cap,fic,10,2,3,5,NA,NA,3.3333333333333335,4.59
pink,cap,mag,18,2,3,5,NA,NA,3.3333333333333335,4.59
pink,circle,fic,29,2,3,2,3,NA,2.5,4.44
pink,heart,fic,47,3,5,2,6,NA,4,4.52
pink,heart,mag,21,3,5,2,6,NA,4,4.52
pink,heart,news,12,3,5,2,6,NA,4,4.52
pink,milk,fic,22,1,2,2,3,NA,2,4.92
pink,phone,fic,38,3,3,2,4,NA,3,4.86
pink,picture,fic,45,3,2,2,2,NA,2.25,4.52
pink,picture,mag,18,3,2,2,2,NA,2.25,4.52
pink,picture,news,10,3,2,2,2,NA,2.25,4.52
pink,picture,spok,10,3,2,2,2,NA,2.25,4.52
pink,ribbon,fic,85,NA,NA,NA,NA,NA,NA,NA
pink,ribbon,mag,44,NA,NA,NA,NA,NA,NA,NA
pink,ribbon,news,34,NA,NA,NA,NA,NA,NA,NA
pink,ribbon,spok,16,NA,NA,NA,NA,NA,NA,NA
pink,skirt,fic,75,3,3,5,3,NA,3.5,4.82
pink,skirt,mag,26,3,3,5,3,NA,3.5,4.82
pink,skirt,news,16,3,3,5,3,NA,3.5,4.82
pink,tray,fic,15,NA,NA,NA,NA,NA,NA,NA
pink,triangle,fic,16,NA,NA,NA,NA,NA,NA,NA
pink,triangle,news,29,NA,NA,NA,NA,NA,NA,NA
pink,worm,fic,10,5,5,4,3,NA,4.25,4.9
puffy,cheek,fic,26,3,3,4,3,NA,3.25,4.83
purple,boot,fic,12,2,3,3,2,NA,2.5,4.96
purple,earring,fic,NA,NA,NA,NA,NA,NA,NA,NA
purple,picture,fic,15,2,3,3,6,NA,3.5,4.52
purple,picture,mag,16,2,3,3,6,NA,3.5,4.52
purple,shirt,fic,68,5,3,1,NA,NA,3,4.94
purple,shirt,mag,27,5,3,1,NA,NA,3,4.94
purple,shirt,news,15,5,3,1,NA,NA,3,4.94
red,arm,acad,12,2,2,2,2,NA,2,4.96
red,arm,fic,118,2,2,2,2,NA,2,4.96
red,arm,mag,34,2,2,2,2,NA,2,4.96
red,arm,news,24,2,2,2,2,NA,2,4.96
red,arm,spok,10,2,2,2,2,NA,2,4.96
red,butt,mag,NA,NA,NA,NA,NA,NA,NA,NA
red,candy,fic,20,5,3,4,5,NA,4.25,4.83
red,candy,mag,28,5,3,4,5,NA,4.25,4.83
red,candy,news,13,5,3,4,5,NA,4.25,4.83
red,closet,fic,13,3,2,3,NA,NA,2.6666666666666665,4.83
red,coral,acad,15,3,5,5,2,NA,3.75,4.4
red,coral,fic,11,3,5,5,2,NA,3.75,4.4
red,coral,mag,11,3,5,5,2,NA,3.75,4.4
red,drink,fic,25,NA,NA,NA,NA,NA,NA,NA
red,drink,mag,23,NA,NA,NA,NA,NA,NA,NA
red,drink,news,19,NA,NA,NA,NA,NA,NA,NA
red,flavor,mag,73,1,3,5,2,NA,2.75,3.55
red,flavor,news,44,1,3,5,2,NA,2.75,3.55
red,gate,fic,23,2,3,3,5,NA,3.25,4.96
red,gate,mag,14,2,3,3,5,NA,3.25,4.96
red,kitchen,fic,70,3,2,3,1,NA,2.25,4.97
red,kitchen,mag,33,3,2,3,1,NA,2.25,4.97
red,kitchen,news,35,3,2,3,1,NA,2.25,4.97
red,mark,acad,15,NA,NA,NA,NA,NA,NA,NA
red,mark,fic,45,NA,NA,NA,NA,NA,NA,NA
red,mark,mag,16,NA,NA,NA,NA,NA,NA,NA
red,mark,news,15,NA,NA,NA,NA,NA,NA,NA
red,pancake,mag,11,NA,NA,NA,NA,NA,NA,NA
red,pancake,news,11,NA,NA,NA,NA,NA,NA,NA
red,road,acad,17,2,1,2,2,NA,1.75,4.75
red,road,fic,109,2,1,2,2,NA,1.75,4.75
red,road,mag,57,2,1,2,2,NA,1.75,4.75
red,road,news,65,2,1,2,2,NA,1.75,4.75
red,road,spok,23,2,1,2,2,NA,1.75,4.75
red,sauce,fic,43,5,5,5,5,NA,5,4.75
red,sauce,mag,361,5,5,5,5,NA,5,4.75
red,sauce,news,193,5,5,5,5,NA,5,4.75
red,sign,acad,12,4,3,5,3,NA,3.75,4.62
red,sign,fic,60,4,3,5,3,NA,3.75,4.62
red,sign,mag,60,4,3,5,3,NA,3.75,4.62
red,sign,news,48,4,3,5,3,NA,3.75,4.62
red,sign,spok,27,4,3,5,3,NA,3.75,4.62
red,water,acad,37,NA,NA,NA,NA,NA,NA,NA
red,water,fic,137,NA,NA,NA,NA,NA,NA,NA
red,water,mag,231,NA,NA,NA,NA,NA,NA,NA
red,water,news,122,NA,NA,NA,NA,NA,NA,NA
red,water,spok,55,NA,NA,NA,NA,NA,NA,NA
slippery,hand,fic,81,2,3,3,NA,NA,2.6666666666666665,4.72
slippery,hand,mag,23,2,3,3,NA,NA,2.6666666666666665,4.72
slippery,water,fic,47,1,3,3,3,NA,2.5,5
slippery,water,mag,31,1,3,3,3,NA,2.5,5
stationary,bike,fic,16,3,2,3,3,NA,2.75,5
stationary,bike,mag,150,3,2,3,3,NA,2.75,5
stationary,bike,news,62,3,2,3,3,NA,2.75,5
sunny,brother,fic,29,3,1,1,1,1,1.4,4.43
sunny,country,fic,11,3,3,3,5,NA,3.5,4.17
sunny,country,mag,24,3,3,3,5,NA,3.5,4.17
sunny,country,news,10,3,3,3,5,NA,3.5,4.17
sunny,road,fic,21,3,3,5,3,NA,3.5,4.75
sunny,road,mag,12,3,3,5,3,NA,3.5,4.75
thick,hair,acad,23,3,4,3,NA,NA,3.3333333333333335,4.97
thick,hair,fic,1041,3,4,3,NA,NA,3.3333333333333335,4.97
thick,hair,mag,132,3,4,3,NA,NA,3.3333333333333335,4.97
thick,hair,news,65,3,4,3,NA,NA,3.3333333333333335,4.97
thick,hair,spok,14,3,4,3,NA,NA,3.3333333333333335,4.97
wet,bird,fic,22,5,1,3,3,NA,3,5
wet,cat,fic,29,NA,NA,NA,NA,NA,NA,NA
wet,dirt,fic,41,3,3,5,4,NA,3.75,4.86
wet,dirt,mag,20,3,3,5,4,NA,3.75,4.86
wet,table,acad,41,3,2,2,3,NA,2.5,4.9
wet,table,fic,63,3,2,2,3,NA,2.5,4.9
wet,table,mag,24,3,2,2,3,NA,2.5,4.9
wet,table,news,10,3,2,2,3,NA,2.5,4.9
yellow,baby,fic,55,1,1,1,2,NA,1.25,5
yellow,baby,mag,82,1,1,1,2,NA,1.25,5
yellow,baby,news,20,1,1,1,2,NA,1.25,5
yellow,bucket,fic,25,3,3,3,3,NA,3,4.96
yellow,diamond,fic,14,NA,NA,NA,NA,NA,NA,NA
yellow,diamond,mag,104,NA,NA,NA,NA,NA,NA,NA
yellow,diamond,news,11,NA,NA,NA,NA,NA,NA,NA
yellow,diamond,spok,15,NA,NA,NA,NA,NA,NA,NA
yellow,hair,acad,17,3,3,3,2,NA,2.75,4.97
yellow,hair,fic,442,3,3,3,2,NA,2.75,4.97
yellow,hair,mag,41,3,3,3,2,NA,2.75,4.97
yellow,hair,news,16,3,3,3,2,NA,2.75,4.97
yellow,horn,fic,15,NA,NA,NA,NA,NA,NA,NA
yellow,house,acad,20,3,3,3,2,NA,2.75,5
yellow,house,fic,294,3,3,3,2,NA,2.75,5
yellow,house,mag,84,3,3,3,2,NA,2.75,5
yellow,house,news,55,3,3,3,2,NA,2.75,5
yellow,house,spok,31,3,3,3,2,NA,2.75,5
yellow,picture,acad,10,3,3,2,3,NA,2.75,4.52
yellow,picture,fic,57,3,3,2,3,NA,2.75,4.52
yellow,picture,mag,22,3,3,2,3,NA,2.75,4.52
yellow,picture,news,16,3,3,2,3,NA,2.75,4.52
yellow,piece,fic,88,3,3,2,3,NA,2.75,4.14
yellow,piece,mag,126,3,3,2,3,NA,2.75,4.14
yellow,piece,news,43,3,3,2,3,NA,2.75,4.14
yellow,tongue,fic,32,1,3,2,1,NA,1.75,4.93
yellow,tooth,fic,188,4,3,3,5,NA,3.75,4.89
yellow,tooth,mag,16,4,3,3,5,NA,3.75,4.89
yellow,tooth,spok,14,4,3,3,5,NA,3.75,4.89
pink,tutu,fic,17,5,3,6,7,NA,5.25,4.68
pink,tutu,mag,10,5,3,6,7,NA,5.25,4.68
muddy,mud,fic,25,5,6,5,6,NA,5.5,4.86
muddy,mud,mag,13,5,6,5,6,NA,5.5,4.86
red,bag,acad,44,3,3,3,NA,NA,3,4.9
red,bag,fic,71,3,3,3,NA,NA,3,4.9
red,bag,mag,48,3,3,3,NA,NA,3,4.9
red,bag,news,32,3,3,3,NA,NA,3,4.9
red,bag,spok,19,3,3,3,NA,NA,3,4.9
yellow,peach,mag,23,NA,NA,NA,NA,NA,NA,NA
green,snake,fic,19,NA,NA,NA,NA,NA,NA,NA
pink,bag,fic,61,3,3,4,2,NA,3,4.9
pink,bag,mag,19,3,3,4,2,NA,3,4.9
pink,bag,news,10,3,3,4,2,NA,3,4.9
green,mountain,acad,11,NA,NA,NA,NA,NA,NA,NA
green,mountain,fic,46,NA,NA,NA,NA,NA,NA,NA
green,mountain,mag,33,NA,NA,NA,NA,NA,NA,NA
green,mountain,news,23,NA,NA,NA,NA,NA,NA,NA
pink,cheek,fic,135,NA,NA,NA,NA,NA,NA,NA
pink,cheek,mag,37,NA,NA,NA,NA,NA,NA,NA
pink,purse,fic,29,3,3,4,3,NA,3.25,4.9
purple,paint,news,10,NA,NA,NA,NA,NA,NA,NA
red,basket,fic,19,1,2,3,3,NA,2.25,5
red,basket,mag,10,1,2,3,3,NA,2.25,5
red,basket,news,15,1,2,3,3,NA,2.25,5
red,cherry,fic,17,7,6,6,6,NA,6.25,4.62
red,cherry,mag,113,7,6,6,6,NA,6.25,4.62
red,cherry,news,20,7,6,6,6,NA,6.25,4.62
red,piece,acad,34,6,3,3,3,NA,3.75,4.14
red,piece,fic,58,6,3,3,3,NA,3.75,4.14
red,piece,mag,166,6,3,3,3,NA,3.75,4.14
red,piece,news,57,6,3,3,3,NA,3.75,4.14
red,piece,spok,28,6,3,3,3,NA,3.75,4.14
red,tail,fic,53,3,5,3,NA,NA,3.6666666666666665,4.96
red,tail,mag,19,3,5,3,NA,NA,3.6666666666666665,4.96
red,tail,news,20,3,5,3,NA,NA,3.6666666666666665,4.96
red,tail,spok,25,3,5,3,NA,NA,3.6666666666666665,4.96
yellow,brush,fic,10,3,3,2,3,NA,2.75,4.54
yellow,brush,mag,29,3,3,2,3,NA,2.75,4.54
brown,paper,acad,35,5,3,3,3,NA,3.5,4.93
brown,paper,fic,410,5,3,3,3,NA,3.5,4.93
brown,paper,mag,157,5,3,3,3,NA,3.5,4.93
brown,paper,news,99,5,3,3,3,NA,3.5,4.93
brown,paper,spok,34,5,3,3,3,NA,3.5,4.93
brown,table,acad,10,4,3,3,3,NA,3.25,4.9
brown,table,fic,146,4,3,3,3,NA,3.25,4.9
brown,table,mag,29,4,3,3,3,NA,3.25,4.9
brown,table,news,17,4,3,3,3,NA,3.25,4.9
dark,smoke,fic,16,NA,NA,NA,NA,NA,NA,NA
flat,surface,acad,54,5,6,3,3,NA,4.25,4.26
flat,surface,fic,62,5,6,3,3,NA,4.25,4.26
flat,surface,mag,202,5,6,3,3,NA,4.25,4.26
flat,surface,news,68,5,6,3,3,NA,4.25,4.26
flat,surface,spok,14,5,6,3,3,NA,4.25,4.26
green,bowl,fic,35,3,3,3,3,NA,3,4.87
green,bowl,mag,184,3,3,3,3,NA,3,4.87
green,bowl,news,151,3,3,3,3,NA,3,4.87
green,truck,fic,32,3,2,4,3,NA,3,4.84
green,truck,news,12,3,2,4,3,NA,3,4.84
pink,jewelry,mag,10,NA,NA,NA,NA,NA,NA,NA
pink,leg,fic,87,2,2,1,3,NA,2,4.83
pink,leg,mag,14,2,2,1,3,NA,2,4.83
pink,leg,news,10,2,2,1,3,NA,2,4.83
pink,paper,fic,95,1,2,3,2,NA,2,4.93
pink,paper,mag,38,1,2,3,2,NA,2,4.93
pink,paper,news,19,1,2,3,2,NA,2,4.93
red,deck,fic,20,NA,NA,NA,NA,NA,NA,NA
red,deck,mag,10,NA,NA,NA,NA,NA,NA,NA
red,spot,acad,59,3,4,7,NA,NA,4.666666666666667,4.21
red,spot,fic,64,3,4,7,NA,NA,4.666666666666667,4.21
red,spot,mag,152,3,4,7,NA,NA,4.666666666666667,4.21
red,spot,news,24,3,4,7,NA,NA,4.666666666666667,4.21
red,spot,spok,14,3,4,7,NA,NA,4.666666666666667,4.21
red,store,fic,53,3,3,2,3,NA,2.75,4.5
red,store,mag,48,3,3,2,3,NA,2.75,4.5
red,store,news,47,3,3,2,3,NA,2.75,4.5
red,store,spok,18,3,3,2,3,NA,2.75,4.5
sweaty,sock,mag,16,NA,NA,NA,NA,NA,NA,NA
wet,suit,fic,75,3,3,2,3,NA,2.75,4.97
wet,suit,mag,78,3,3,2,3,NA,2.75,4.97
wet,suit,news,22,3,3,2,3,NA,2.75,4.97
wet,suit,spok,28,3,3,2,3,NA,2.75,4.97
wooden,book,acad,39,NA,NA,NA,NA,NA,NA,NA
wooden,book,fic,76,NA,NA,NA,NA,NA,NA,NA
wooden,book,mag,32,NA,NA,NA,NA,NA,NA,NA
wooden,book,news,20,NA,NA,NA,NA,NA,NA,NA
wooden,spoon,acad,33,3,3,4,2,NA,3,4.96
wooden,spoon,fic,111,3,3,4,2,NA,3,4.96
wooden,spoon,mag,234,3,3,4,2,NA,3,4.96
wooden,spoon,news,194,3,3,4,2,NA,3,4.96
wooden,spoon,spok,20,3,3,4,2,NA,3,4.96
yellow,bin,news,11,2,3,3,NA,NA,2.6666666666666665,4.72
yellow,bubble,fic,10,1,1,2,3,NA,1.75,4.6
yellow,bubble,mag,12,1,1,2,3,NA,1.75,4.6
yellow,milk,fic,33,1,3,1,1,NA,1.5,4.92
yellow,milk,mag,47,1,3,1,1,NA,1.5,4.92
yellow,milk,news,11,1,3,1,1,NA,1.5,4.92
yellow,mountain,acad,12,2,1,2,1,NA,1.5,4.96
yellow,mountain,fic,51,2,1,2,1,NA,1.5,4.96
yellow,mountain,mag,24,2,1,2,1,NA,1.5,4.96
yellow,mountain,news,10,2,1,2,1,NA,1.5,4.96
yellow,tower,fic,14,3,3,3,2,NA,2.75,4.76
yellow,tower,mag,12,3,3,3,2,NA,2.75,4.76
bright,animal,acad,11,NA,NA,NA,NA,NA,NA,NA
bright,animal,fic,24,NA,NA,NA,NA,NA,NA,NA
bright,animal,mag,19,NA,NA,NA,NA,NA,NA,NA
bright,animal,news,13,NA,NA,NA,NA,NA,NA,NA
bright,picture,acad,27,3,3,5,3,NA,3.5,4.52
bright,picture,fic,58,3,3,5,3,NA,3.5,4.52
bright,picture,mag,68,3,3,5,3,NA,3.5,4.52
bright,picture,news,30,3,3,5,3,NA,3.5,4.52
bright,picture,spok,15,3,3,5,3,NA,3.5,4.52
brown,hand,acad,28,NA,NA,NA,NA,NA,NA,NA
brown,hand,fic,414,NA,NA,NA,NA,NA,NA,NA
brown,hand,mag,48,NA,NA,NA,NA,NA,NA,NA
brown,hand,news,29,NA,NA,NA,NA,NA,NA,NA
brown,orange,fic,10,3,3,1,2,NA,2.25,4.66
brown,orange,mag,72,3,3,1,2,NA,2.25,4.66
brown,orange,news,16,3,3,1,2,NA,2.25,4.66
brown,shirt,fic,209,3,3,4,3,NA,3.25,4.94
brown,shirt,mag,44,3,3,4,3,NA,3.25,4.94
brown,shirt,news,53,3,3,4,3,NA,3.25,4.94
brown,shirt,spok,15,3,3,4,3,NA,3.25,4.94
brown,top,fic,58,3,3,2,4,NA,3,3.93
brown,top,mag,23,3,3,2,4,NA,3,3.93
brown,top,news,23,3,3,2,4,NA,3,3.93
chalky,hand,fic,20,2,3,2,2,NA,2.25,4.72
colored,pencil,mag,45,7,4,4,3,NA,4.5,4.88
cursive,letter,acad,16,3,4,3,5,NA,3.75,4.7
cursive,letter,fic,20,3,4,3,5,NA,3.75,4.7
dark,movie,fic,12,3,3,5,3,NA,3.5,4.59
dark,movie,mag,10,3,3,5,3,NA,3.5,4.59
dark,movie,news,11,3,3,5,3,NA,3.5,4.59
dark,rock,fic,38,6,2,3,3,NA,3.5,4.91
dark,rock,mag,14,6,2,3,3,NA,3.5,4.91
dark,window,acad,11,NA,NA,NA,NA,NA,NA,NA
dark,window,fic,178,NA,NA,NA,NA,NA,NA,NA
dark,window,mag,22,NA,NA,NA,NA,NA,NA,NA
dark,window,news,24,NA,NA,NA,NA,NA,NA,NA
dark,window,spok,12,NA,NA,NA,NA,NA,NA,NA
dark,wood,acad,11,3,4,5,4,NA,4,4.85
dark,wood,fic,88,3,4,5,4,NA,4,4.85
dark,wood,mag,34,3,4,5,4,NA,4,4.85
dark,wood,news,17,3,4,5,4,NA,4,4.85
dirty,plate,fic,53,3,5,6,4,NA,4.5,4.77
dirty,plate,news,10,3,5,6,4,NA,4.5,4.77
dirty,wash,fic,NA,3,3,4,NA,NA,3.3333333333333335,4.35
giant,building,news,11,3,3,3,NA,NA,3,4.64
green,boot,fic,28,NA,NA,NA,NA,NA,NA,NA
green,boot,mag,19,NA,NA,NA,NA,NA,NA,NA
green,bridge,fic,14,NA,NA,NA,NA,NA,NA,NA
green,bridge,mag,13,NA,NA,NA,NA,NA,NA,NA
green,chocolate,mag,39,NA,NA,NA,NA,NA,NA,NA
green,chocolate,news,14,NA,NA,NA,NA,NA,NA,NA
green,dragon,fic,16,4,5,6,4,NA,4.75,4.39
green,dragon,news,10,4,5,6,4,NA,4.75,4.39
green,eagle,acad,64,NA,NA,NA,NA,NA,NA,NA
green,eagle,mag,15,NA,NA,NA,NA,NA,NA,NA
green,eagle,news,41,NA,NA,NA,NA,NA,NA,NA
green,garbage,fic,20,2,3,1,3,NA,2.25,4.69
green,head,acad,13,1,1,2,1,NA,1.25,4.75
green,head,fic,111,1,1,2,1,NA,1.25,4.75
green,head,mag,34,1,1,2,1,NA,1.25,4.75
green,head,news,27,1,1,2,1,NA,1.25,4.75
green,helmet,mag,13,3,3,3,3,NA,3,4.92
green,land,acad,35,5,6,3,6,NA,5,4.57
green,land,fic,40,5,6,3,6,NA,5,4.57
green,land,mag,33,5,6,3,6,NA,5,4.57
green,land,news,39,5,6,3,6,NA,5,4.57
green,lime,mag,131,6,6,7,NA,NA,6.333333333333333,4.96
green,lime,news,49,6,6,7,NA,NA,6.333333333333333,4.96
green,peanut,mag,58,NA,NA,NA,NA,NA,NA,NA
green,peanut,news,29,NA,NA,NA,NA,NA,NA,NA
green,snow,fic,24,NA,NA,NA,NA,NA,NA,NA
green,snow,mag,20,NA,NA,NA,NA,NA,NA,NA
green,snow,news,10,NA,NA,NA,NA,NA,NA,NA
green,stem,acad,11,5,5,6,NA,NA,5.333333333333333,4.63
green,stem,fic,11,5,5,6,NA,NA,5.333333333333333,4.63
green,stem,mag,32,5,5,6,NA,NA,5.333333333333333,4.63
green,suit,fic,27,2,2,3,NA,NA,2.3333333333333335,4.97
green,suit,mag,15,2,2,3,NA,NA,2.3333333333333335,4.97
hairy,arm,fic,71,4,5,3,NA,NA,4,4.96
hairy,arm,mag,14,4,5,3,NA,NA,4,4.96
hot,bubble,acad,10,NA,NA,NA,NA,NA,NA,NA
hot,bubble,fic,34,NA,NA,NA,NA,NA,NA,NA
hot,bubble,mag,30,NA,NA,NA,NA,NA,NA,NA
hot,grill,fic,21,7,6,6,5,NA,6,4.86
hot,grill,mag,295,7,6,6,5,NA,6,4.86
hot,grill,news,129,7,6,6,5,NA,6,4.86
hot,grill,spok,41,7,6,6,5,NA,6,4.86
hot,noodle,mag,18,NA,NA,NA,NA,NA,NA,NA
hot,noodle,news,19,NA,NA,NA,NA,NA,NA,NA
hot,rain,fic,74,1,2,3,2,NA,2,4.97
hot,rain,mag,37,1,2,3,2,NA,2,4.97
hot,rain,news,22,1,2,3,2,NA,2,4.97
light,ball,mag,11,4,5,3,3,NA,3.75,5
light,truck,mag,11,3,3,5,2,NA,3.25,4.84
light,truck,news,31,3,3,5,2,NA,3.25,4.84
orange,eye,fic,14,2,1,2,2,NA,1.75,4.9
outside,window,acad,13,NA,NA,NA,NA,NA,NA,NA
outside,window,fic,71,NA,NA,NA,NA,NA,NA,NA
outside,window,mag,39,NA,NA,NA,NA,NA,NA,NA
outside,window,news,17,NA,NA,NA,NA,NA,NA,NA
outside,window,spok,11,NA,NA,NA,NA,NA,NA,NA
pink,bowl,fic,16,NA,NA,NA,NA,NA,NA,NA
pink,bowl,mag,11,NA,NA,NA,NA,NA,NA,NA
pink,bubble,fic,27,NA,NA,NA,NA,NA,NA,NA
pink,bubble,mag,19,NA,NA,NA,NA,NA,NA,NA
pink,car,fic,56,3,3,2,2,NA,2.5,4.89
pink,car,mag,17,3,3,2,2,NA,2.5,4.89
pink,car,news,11,3,3,2,2,NA,2.5,4.89
pink,floor,fic,72,1,2,2,2,NA,1.75,4.8
pink,floor,mag,29,1,2,2,2,NA,1.75,4.8
pink,floor,news,14,1,2,2,2,NA,1.75,4.8
pink,sand,fic,17,1,3,1,2,NA,1.75,5
pink,sand,mag,17,1,3,1,2,NA,1.75,5
pink,sock,fic,42,2,3,2,2,NA,2.25,4.91
pink,table,fic,98,NA,NA,NA,NA,NA,NA,NA
pink,table,mag,38,NA,NA,NA,NA,NA,NA,NA
pink,table,news,12,NA,NA,NA,NA,NA,NA,NA
purple,arm,fic,45,2,1,1,2,NA,1.5,4.96
purple,kitchen,fic,13,NA,NA,NA,NA,NA,NA,NA
purple,salad,mag,15,1,1,1,2,NA,1.25,4.97
purple,top,fic,25,3,3,4,3,NA,3.25,3.93
purple,top,mag,15,3,3,4,3,NA,3.25,3.93
red,bike,fic,14,2,3,3,3,NA,2.75,5
red,bike,mag,16,2,3,3,3,NA,2.75,5
red,bite,fic,12,NA,NA,NA,NA,NA,NA,NA
red,bite,mag,19,NA,NA,NA,NA,NA,NA,NA
red,bridge,fic,16,3,3,4,2,NA,3,4.97
red,bridge,mag,10,3,3,4,2,NA,3,4.97
red,bridge,news,12,3,3,4,2,NA,3,4.97
red,cake,fic,17,2,3,2,3,NA,2.5,4.81
red,cake,mag,57,2,3,2,3,NA,2.5,4.81
red,cake,news,45,2,3,2,3,NA,2.5,4.81
red,cart,fic,17,3,3,3,NA,NA,3,4.89
red,clay,acad,20,6,5,5,4,NA,5,4.93
red,clay,fic,61,6,5,5,4,NA,5,4.93
red,clay,mag,36,6,5,5,4,NA,5,4.93
red,clay,news,44,6,5,5,4,NA,5,4.93
red,couch,fic,21,3,3,3,5,NA,3.5,4.71
red,couch,news,12,3,3,3,5,NA,3.5,4.71
red,ear,fic,58,3,1,3,2,NA,2.25,5
red,ear,mag,28,3,1,3,2,NA,2.25,5
red,ear,news,14,3,1,3,2,NA,2.25,5
red,elephant,fic,13,1,1,1,3,NA,1.5,5
red,grocery,fic,12,2,3,3,1,NA,2.25,4.31
red,grocery,mag,14,2,3,3,1,NA,2.25,4.31
red,hand,acad,26,3,1,2,2,NA,2,4.72
red,hand,fic,309,3,1,2,2,NA,2,4.72
red,hand,mag,74,3,1,2,2,NA,2,4.72
red,hand,news,78,3,1,2,2,NA,2,4.72
red,hand,spok,39,3,1,2,2,NA,2,4.72
red,leg,fic,89,1,1,1,6,NA,2.25,4.83
red,leg,mag,36,1,1,1,6,NA,2.25,4.83
red,leg,news,23,1,1,1,6,NA,2.25,4.83
red,milk,fic,19,1,1,1,1,NA,1,4.92
red,milk,mag,62,1,1,1,1,NA,1,4.92
red,milk,news,20,1,1,1,1,NA,1,4.92
red,mine,fic,11,2,1,3,2,NA,2,3.56
red,mine,news,14,2,1,3,2,NA,2,3.56
red,mustache,fic,12,NA,NA,NA,NA,NA,NA,NA
red,paper,acad,37,3,3,3,3,NA,3,4.93
red,paper,fic,134,3,3,3,3,NA,3,4.93
red,paper,mag,90,3,3,3,3,NA,3,4.93
red,paper,news,34,3,3,3,3,NA,3,4.93
red,paper,spok,10,3,3,3,3,NA,3,4.93
red,park,fic,24,NA,NA,NA,NA,NA,NA,NA
red,park,mag,58,NA,NA,NA,NA,NA,NA,NA
red,park,news,149,NA,NA,NA,NA,NA,NA,NA
red,park,spok,17,NA,NA,NA,NA,NA,NA,NA
red,string,fic,26,3,2,3,3,NA,2.75,4.76
red,string,mag,13,3,2,3,3,NA,2.75,4.76
red,string,news,13,3,2,3,3,NA,2.75,4.76
red,tongue,fic,34,3,1,3,4,NA,2.75,4.93
round,home,fic,10,NA,NA,NA,NA,NA,NA,NA
round,home,mag,13,NA,NA,NA,NA,NA,NA,NA
salty,chicken,news,13,NA,NA,NA,NA,NA,NA,NA
salty,chip,mag,15,5,3,5,3,NA,4,4.71
salty,chip,news,10,5,3,5,3,NA,4,4.71
sandy,shoe,fic,10,3,2,3,4,NA,3,4.97
solar,star,acad,82,4,2,2,4,NA,3,4.69
solar,star,fic,27,4,2,2,4,NA,3,4.69
solar,star,mag,275,4,2,2,4,NA,3,4.69
solar,star,news,18,4,2,2,4,NA,3,4.69
solar,star,spok,11,4,2,2,4,NA,3,4.69
sweaty,foot,fic,26,NA,NA,NA,NA,NA,NA,NA
sweaty,foot,mag,20,NA,NA,NA,NA,NA,NA,NA
thick,oil,fic,42,5,7,3,4,NA,4.75,4.93
thick,oil,mag,218,5,7,3,4,NA,4.75,4.93
thick,oil,news,70,5,7,3,4,NA,4.75,4.93
